time,state,q,residual,candidate,denominator,target,stagepeak,delta,first,corpeak,innerden
1.115314802216116894e-04,8.771138665213115017e-08,-1.889893806988070160e-06,1.999993879262520480e+00,-5.999965582602720948e-01,3.333325152486815490e+00,-5.999967416623943617e-01,2.408377212986322031e-06,-5.999971040520476473e-01,6.000013891494184737e-01,6.001212648145687334e-01,1.666662576238407745e+00
1.146720223146270910e-04,9.022382016061536351e-08,7.888343559578742745e-07,1.999998666783473267e+00,-5.999972470050622952e-01,3.333331535847990690e+00,-5.999975249883294781e-01,1.659352693556742230e-06,-5.999992906516534719e-01,6.000009015741096796e-01,6.001206998778975121e-01,1.666665767918995344e+00
1.200005611019411039e-04,9.448665090839445438e-08,5.438412492386671697e-06,2.000007872212704818e+00,-5.999989576652433598e-01,3.333343809753450238e+00,-5.999992928526987068e-01,6.311564203528410186e-06,-6.000035442862671209e-01,5.999996576628263689e-01,6.001243480847497924e-01,1.666671904871725118e+00
1.202433068626777179e-04,9.468084750411754821e-08,5.599826921396771281e-06,2.000008292863788562e+00,-5.999990310293518148e-01,3.333344370621553310e+00,-5.999993174791586892e-01,6.074236580481375954e-06,-6.000037390393456738e-01,5.999995971262006567e-01,6.001245399764937316e-01,1.666672185305776654e+00
1.208168726402143376e-04,9.513970009574022726e-08,5.672548199011122748e-06,2.000009192664605084e+00,-5.999992282715340686e-01,3.333345570355957577e+00,-5.999996668751296225e-01,5.634078131737984608e-06,-6.000041817419885515e-01,5.999994224143653243e-01,6.001249052162089814e-01,1.666672785172978566e+00
1.216044675551216910e-04,9.576977598590028759e-08,5.348319759447663156e-06,2.000009991700047784e+00,-5.999996959443316680e-01,3.333346635736532004e+00,-6.000004240248585363e-01,5.309784316769859600e-06,-6.000046429302348105e-01,5.999990985358758522e-01,6.001250607863940489e-01,1.666673317863265780e+00
1.227860257910735680e-04,9.671502251197634942e-08,4.451111420033894832e-06,2.000010034473132414e+00,-6.000006329179342623e-01,3.333346692767310770e+00,-6.000014126357425814e-01,4.767866732262619747e-06,-6.000047767391608611e-01,5.999986067287059743e-01,6.001245945448712149e-01,1.666673346378655163e+00
1.243520986857051609e-04,9.796788074454455035e-08,3.010395628907919614e-06,2.000008457917914040e+00,-6.000016102202868629e-01,3.333344590693717358e+00,-6.000020592590813440e-01,3.529891593428561157e-06,-6.000040388533733893e-01,5.999983108233737372e-01,6.001233524577512801e-01,1.666672295341858678e+00
1.266358249460266064e-04,9.979486163146199011e-08,7.993666410483731336e-07,2.000004628478146529e+00,-6.000022036966081718e-01,3.333339484774103578e+00,-6.000023337209002827e-01,1.390959169950928856e-06,-6.000021842495592006e-01,5.999985647075977147e-01,6.001213082770736618e-01,1.666669742382051567e+00
1.300049324048299919e-04,1.024901474192668204e-07,-2.491571969747473818e-06,1.999998170284871035e+00,-6.000024496195845991e-01,3.333330873849864151e+00,-6.000024983473046802e-01,3.466100113759475609e-06,-5.999991780825109089e-01,5.999994117053814024e-01,6.001196812516106371e-01,1.666665436919932075e+00
1.305723972872897592e-04,1.029441192950182603e-07,-2.952041127692501177e-06,1.999997078063961986e+00,-6.000024813608850760e-01,3.333329417555340957e+00,-6.000025194101276105e-01,3.628899264464256615e-06,-5.999986701429683711e-01,5.999995705133055468e-01,6.001198664252819226e-01,1.666664708772670256e+00
1.317769776398862620e-04,1.039077835129283716e-07,-3.570421498067493702e-06,1.999995044564952140e+00,-6.000024211887956538e-01,3.333326706223368241e+00,-6.000022971177985109e-01,3.974479518714249783e-06,-5.999976839920817540e-01,5.999999685058646781e-01,6.001203178226740542e-01,1.666663353106683898e+00
1.339077942929943910e-04,1.056124367218226838e-07,-4.284409088831107823e-06,1.999992657836286547e+00,-6.000021798086199176e-01,3.333323523918527709e+00,-6.000021340962715666e-01,4.585786318757995301e-06,-5.999965496424466416e-01,6.000006089485954153e-01,6.001208361635438360e-01,1.666661761954263854e+00
1.376203133720616987e-04,1.085824517869042561e-07,-5.362642735642296432e-06,1.999990156640186534e+00,-6.000024295867572022e-01,3.333320188990444244e+00,-6.000025585844008802e-01,5.650865360174408418e-06,-5.999954475329143389e-01,6.000011203373583069e-01,6.001212115670873093e-01,1.666660094490222122e+00
1.400607104591506682e-04,1.105347693261275496e-07,-6.060282420244278788e-06,1.999988736847096771e+00,-6.000027632055844329e-01,3.333318295933019204e+00,-6.000028622257633781e-01,6.262418549128707305e-06,-5.999948002794432966e-01,6.000013277778546428e-01,6.001214105626359041e-01,1.666659147961509602e+00
