time,state,q,residual,candidate,denominator,target,stagepeak
1.000000000000000021e-08,7.596697584424901500e-12,5.717442951796023108e-09,1.530901015054729530e+00,-4.032845482072775975e-03,2.606744012683645195e+00,-4.073173936893906832e-01,5.774743165058922093e-07
5.938055400085833315e-08,4.506937094459838739e-11,3.271886615526197335e-08,1.530901016478606991e+00,-2.346377128615644361e-02,2.606744014310933277e+00,-4.073174556550471226e-01,5.549825064761447965e-07
3.556550957998845436e-07,2.682171684760293618e-10,1.484831784830822432e-07,1.530901030557957565e+00,-1.218937958214913325e-01,2.606744030401620282e+00,-4.073178742457411183e-01,4.200339644945049975e-07
8.192231641159113657e-07,6.116504341517917597e-10,2.070436605439337960e-07,1.530901063813999485e+00,-2.277840794933231050e-01,2.606744068408524573e+00,-4.073186512439265772e-01,2.275059410356862891e-07
1.174729587454931042e-06,8.703765397686631637e-10,1.819395343193460890e-07,1.530901093328095985e+00,-2.815032292106663392e-01,2.606744102138920383e+00,-4.073193154175440700e-01,2.320399773221149579e-07
1.949087350915101535e-06,1.420276269060695170e-09,1.988140241667700708e-09,1.530901154674602971e+00,-3.493303503330612569e-01,2.606744172249213953e+00,-4.073208783583011638e-01,3.057982525878743867e-07
3.046838705024360984e-06,2.168776295830736423e-09,-3.995626230426223255e-07,1.530901181230714947e+00,-3.879862562342822896e-01,2.606744202599055704e+00,-4.073231963909115794e-01,8.058855963381386604e-07
4.793740913474366422e-06,3.288635327969210808e-09,-1.154582448065699044e-06,1.530900903017640813e+00,-4.039626929946218969e-01,2.606743884641259168e+00,-4.073268057965484523e-01,1.601768860038463524e-06
8.782343544676508436e-06,5.548128679387309246e-09,-2.963207595964182667e-06,1.530898875424064443e+00,-4.072725132185268659e-01,2.606741567391475112e+00,-4.073343071201253607e-01,3.419261405998770106e-06
1.001566601562499994e-05,6.173827225159012563e-09,-3.524957090076803984e-06,1.530898062729250109e+00,-4.073176283954973442e-01,2.606740638597408122e+00,-4.073364849140445054e-01,3.972844589735580526e-06
1.132746692746715175e-05,7.170795983016304976e-09,-3.802038114682132320e-06,1.530897199775726580e+00,-4.073310605567072584e-01,2.606739652364817417e+00,-4.073356298981208323e-01,3.860289879797874904e-06
1.514231686618044157e-05,1.007008212482658188e-08,-3.614965141474441980e-06,1.530895718837189001e+00,-4.073333813791265579e-01,2.606737959863643983e+00,-4.073328138510138863e-01,3.595266686916240385e-06
2.001913506786923849e-05,1.377646419845723816e-08,-3.199497489971803150e-06,1.530895897422055008e+00,-4.073307556703855692e-01,2.606738163960632182e+00,-4.073302554141940424e-01,3.267800235423309352e-06
2.123206064560803142e-05,1.469828769723166907e-08,-2.642755566850922408e-06,1.530896082523246715e+00,-4.073297065614418511e-01,2.606738375504849881e+00,-4.073285182084817047e-01,3.084684999960951454e-06
2.396429133374640633e-05,1.677478315455781400e-08,-2.807182749588750990e-07,1.530897375984471953e+00,-4.073256406070794866e-01,2.606739853746239177e+00,-4.073240774957666011e-01,1.862154972042550136e-06
2.910212227508081459e-05,2.067953492213218958e-08,4.588164322709082124e-06,1.530903515259806502e+00,-4.073186947647944867e-01,2.606746870060854704e+00,-4.073175067649885128e-01,5.539806266961144757e-06
3.079939661038200215e-05,2.196946350012925547e-08,6.065154595743387994e-06,1.530905930905806178e+00,-4.073172696620023792e-01,2.606749630799120254e+00,-4.073173788629187997e-01,6.714438942278086479e-06
3.379003725540133288e-05,2.424235053672832187e-08,7.499545600240552458e-06,1.530909719812617586e+00,-4.073200762913913864e-01,2.606753960978300366e+00,-4.073213246915334262e-01,7.914459224119188219e-06
3.999999999999999650e-05,2.896192252593314616e-08,1.000305132919296167e-05,1.530914477928296602e+00,-4.073271034145959368e-01,2.606759398824750384e+00,-4.073281350042067261e-01,1.040626018837240714e-05
