time,state,q,residual,candidate,denominator,target,stagepeak,delta,first,corpeak,innerden
3.026502182029890001e-05,-3.347985690295430706e-08,-1.056154917326779183e-07,1.281052318710542703e+00,-2.464276677574515906e-01,2.281052603494944542e+00,-2.464305001074932056e-01,6.278605639450002486e-06,-2.464287056642313345e-01,8.767828865339715172e-01,8.769574709181733319e-01,1.140526301747618154e+00
3.668492872240627413e-05,-4.105534735262371441e-08,2.453650955508029161e-06,1.281054065612114101e+00,-2.464260758102397031e-01,2.281054350398285635e+00,-2.464248340099374768e-01,6.219249744589757409e-06,-2.464274742897410164e-01,8.767811572892308947e-01,8.769564656958415139e-01,1.140527175199288701e+00
4.441287977637912933e-05,-5.017432996174105947e-08,4.707731476232424236e-06,1.281053224212057140e+00,-2.464219302741297857e-01,2.281053508997376245e+00,-2.464226135885083935e-01,5.029988283512563429e-06,-2.464261188198647590e-01,8.767820481747973238e-01,8.769576151652581641e-01,1.140526754498834006e+00
5.188269629351283319e-05,-5.898871380317374421e-08,3.240704640466412814e-06,1.281049600759142759e+00,-2.464255378272584840e-01,2.281049885540790356e+00,-2.464253104625297730e-01,4.548499536090824547e-06,-2.464250820245445228e-01,8.767841649230569967e-01,8.769599898252773418e-01,1.140524942770541061e+00
6.021216275280083204e-05,-6.881748461444018363e-08,-6.408042109101098107e-06,1.281049790795467436e+00,-2.464250942759714513e-01,2.281050075577307545e+00,-2.464252867957256454e-01,7.236811634867962668e-06,-2.464186101935375295e-01,8.767883561766210976e-01,8.769639858839830548e-01,1.140525037788799656e+00
6.487302596053037026e-05,-7.431730341633052767e-08,-4.731829434236477198e-06,1.281051174394207459e+00,-2.464236217331791656e-01,2.281051459177449114e+00,-2.464229543585389481e-01,5.701606628370722263e-06,-2.464202341767842974e-01,8.767863007025874511e-01,8.769609837060818869e-01,1.140525729588870663e+00
7.253930775977970153e-05,-8.336351629432180303e-08,-1.931821593569540935e-07,1.281050518554551321e+00,-2.464164654247121833e-01,2.281050803337128841e+00,-2.464150755234083279e-01,4.736576282386705943e-06,-2.464197071133565620e-01,8.767851282546349490e-01,8.769620371597875996e-01,1.140525401668710304e+00
8.120992780637823589e-05,-9.359484834817140058e-08,1.664405623544298995e-06,1.281043663523323328e+00,-2.464027488479527961e-01,2.281043948298954849e+00,-2.464023426396760030e-01,4.044787131527432824e-06,-2.464094984186858683e-01,8.768002561324675925e-01,8.769759323836012754e-01,1.140521974149623308e+00
9.003122493163666330e-05,-1.040039793590415956e-07,-4.865134744648883194e-06,1.281042478314496913e+00,-2.464162384261498473e-01,2.281042763088927394e+00,-2.464184592055285727e-01,5.610148607703613020e-06,-2.464174021283593308e-01,8.767933079071726921e-01,8.769675496942864745e-01,1.140521381544609802e+00
9.679093413537651384e-05,-1.119804365264577584e-07,-4.163823837841151806e-06,1.281045661742827857e+00,-2.464210918557953045e-01,2.281045946520484424e+00,-2.464211959955558418e-01,4.734214306843101379e-06,-2.464168592719650219e-01,8.767910117437860418e-01,8.769662599635414946e-01,1.140522973260387873e+00
1.060080610820235864e-04,-1.228566467395081357e-07,-4.163631504833900731e-06,1.281045951109889947e+00,-2.464201002567399101e-01,2.281046235887839391e+00,-2.464199407305277256e-01,4.373612725118218944e-06,-2.464168662432088541e-01,8.767920732900296166e-01,8.769677166519143086e-01,1.140523117944065579e+00
1.132339106639454213e-04,-1.313831495702062652e-07,-3.602359460191378120e-06,1.281042392180741007e+00,-2.464156973560342467e-01,2.281042676955084225e+00,-2.464141112377292719e-01,4.581874453420420243e-06,-2.464156742212790796e-01,8.767929758908512561e-01,8.769680478896310083e-01,1.140521338477687996e+00
