time,state,q,residual,candidate,denominator,target,stagepeak,delta,first,corpeak,innerden
1.000000000000000021e-08,7.396783517388555753e-12,2.644056001768449319e-08,1.916999996774159554e+00,-9.152774215270578763e-07,3.222666644150869342e+00,-9.244301957424200320e-05,2.670554731018172778e-06,-8.988016956695695197e-05,9.902136835688597066e-03,1.000137605105586580e+00,1.611333322070849450e+00
2.530067081860850353e-08,1.871059483515299508e-11,6.662534854601495529e-08,1.916999998602940458e+00,-3.882409484028049896e-06,3.222666646589243733e+00,-3.341018949549676154e-04,2.675408120246815299e-06,-3.315807645957084089e-04,2.493667731263869008e-02,9.999764399628696676e-01,1.611333323290036867e+00
6.792666230025935083e-08,5.018997059317395614e-11,1.757715491538816922e-07,1.917000005656776862e+00,-4.874165219180594537e-05,3.222666655994359086e+00,-2.063830887232361369e-03,2.688929090888560920e-06,-2.061423081876354382e-03,6.560345788589605487e-02,9.988229824448320304e-01,1.611333327992594322e+00
1.821223676974494987e-07,1.342367722355167939e-10,4.489629477378974251e-07,1.917000038774875126e+00,-8.121672084727615468e-04,3.222666700151822550e+00,-1.349559218492968338e-02,2.725151698098498589e-06,-1.349346814097430493e-02,1.659449537669440700e-01,9.912000920212502564e-01,1.611333350071326276e+00
6.316808226376718333e-07,4.610815582824203541e-10,1.300819998532952935e-06,1.917000357756063256e+00,-2.391243612378201114e-02,3.222667125460067172e+00,-1.192427334671425920e-01,2.867746548782958675e-06,-1.192414973060343525e-01,4.523955853936923455e-01,9.206872210368035603e-01,1.611333562725448809e+00
1.722839998566373325e-06,1.228321420100504173e-09,2.476702132482044380e-06,1.917001911700134453e+00,-2.114388772451218368e-01,3.222669197385464201e+00,-4.198735130428554729e-01,3.213823805680661171e-06,-4.198735361623976980e-01,6.805267714673955970e-01,7.202252738400611864e-01,1.611334598688147102e+00
4.764587205837752162e-06,3.184563762775299534e-09,3.840582223679978265e-06,1.917005954418922853e+00,-5.531444395161656535e-01,3.222674587677102132e+00,-5.765685308070422899e-01,4.178376306492523306e-06,-5.765702129431053979e-01,6.227167327665670271e-01,6.157378835278759510e-01,1.611337293833965845e+00
1.023052686615945858e-05,6.170328447637449390e-09,5.556104872590933316e-06,1.917009752451680926e+00,-5.689975623013704409e-01,3.222679651720704364e+00,-5.690602015279007109e-01,5.565693769724176408e-06,-5.690643623384392669e-01,6.206228120087969868e-01,6.207394074254315441e-01,1.611339825855766961e+00
1.798112473095437173e-05,1.190577048587296828e-08,-2.408521249618939893e-06,1.916999172854318978e+00,-5.690864145505530880e-01,3.222665545591098635e+00,-5.690869539445689851e-01,3.589530889670781727e-06,-5.690908721477259125e-01,6.206060261286102664e-01,6.207310777436346738e-01,1.611332772790964096e+00
2.404025075085242124e-05,1.638952344125758533e-08,-4.726528953867579293e-06,1.916990447522508134e+00,-5.690911055238184746e-01,3.222653911815523742e+00,-5.690918320582705192e-01,4.872105286997078292e-06,-5.690902516383179455e-01,6.206074673482273596e-01,6.207312416998845839e-01,1.611326955903176872e+00
3.242703222911324455e-05,2.259574131948898856e-08,-2.877781027619369229e-06,1.916995114755490004e+00,-5.690982909635573517e-01,3.222660134792740383e+00,-5.690986825182414721e-01,3.371924995860044216e-06,-5.690915471381664537e-01,6.206030997689070405e-01,6.207269211084265326e-01,1.611330067391785192e+00
4.141207754835658030e-05,2.924467440865816921e-08,-7.091362037383532095e-06,1.916986911892992307e+00,-5.690989232116762109e-01,3.222649197642906582e+00,-5.690985992118683390e-01,7.120305558442679195e-06,-5.690880379650998799e-01,6.206028973441576335e-01,6.207272790475251156e-01,1.611324598816868292e+00
5.047070525720938588e-05,3.594805846065815102e-08,-2.121231527301407810e-07,1.916997254158647523e+00,-5.690990369249480096e-01,3.222662987330241258e+00,-5.690991021858197163e-01,6.623795852798497954e-07,-5.690956267108465694e-01,6.206016700157097610e-01,6.207255088433001333e-01,1.611331493660535630e+00
6.011071334246506577e-05,4.308166396014573036e-08,-2.200921791794635412e-06,1.916996706109028059e+00,-5.690951685059012499e-01,3.222662256597426111e+00,-5.690945744071587153e-01,2.407580842334028078e-06,-5.690943028669661619e-01,6.206030486885980579e-01,6.207274709797460099e-01,1.611331128294127835e+00
7.047121802602927473e-05,5.074843690393116677e-08,1.273819170028356401e-06,1.917001300320570367e+00,-5.690887379932294543e-01,3.222668382212724669e+00,-5.690886191123919469e-01,1.507741310068777289e-06,-5.690926510135592142e-01,6.206039701548553555e-01,6.207282778968674641e-01,1.611334191101777336e+00
