time,state,q,residual,candidate,denominator,target,stagepeak,delta,first,corpeak,innerden
2.500000000000000052e-09,-2.825421035509650858e-12,5.834259978680775122e-09,1.493221819182709798e+00,-1.679470047823189977e-08,2.657629082446583801e+00,-6.734674891771160554e-06,2.339586092382816077e-06,-2.304474772741063290e-06,-1.230199789774589656e-03,4.933202033378866203e-01,1.328814541220825651e+00
1.513402794641110804e-08,-1.710007943130339823e-11,3.507722132726726420e-08,1.493221818181122984e+00,-2.972183243164332638e-07,2.657629081111134273e+00,-4.758659639047549894e-05,2.330744376788230242e-06,-4.318909200434093646e-05,-7.408036553447234877e-03,4.933202077627925064e-01,1.328814540553101109e+00
5.660248994730673902e-08,-6.389848760488437198e-11,1.277321870001019470e-07,1.493221816241771638e+00,-1.105650678447894714e-05,2.657629078525332478e+00,-5.780457691326933113e-04,2.301723414285985365e-06,-5.737522754761914100e-04,-2.714546058046174784e-02,4.933202230876219674e-01,1.328814539260200212e+00
2.211357092566099074e-07,-2.487498756609394424e-10,4.485609935818525443e-07,1.493221828199703838e+00,-5.684446346452089790e-04,2.657629094469242226e+00,-7.848962000677717557e-03,2.186578608795685243e-06,-7.845034688788447147e-03,-9.786584324579039595e-02,4.933202958529998017e-01,1.328814547232154863e+00
1.128141598652833242e-06,-1.244361308247287699e-09,1.267334107071487121e-06,1.493222279705518130e+00,-3.909986242553398217e-02,2.657629696476985881e+00,-1.155570053209281495e-01,1.551854713901469279e-06,-1.155541506829696197e-01,-3.336361565910315741e-01,4.933209264534367811e-01,1.328814848236026691e+00
5.389707017447875213e-06,-5.430801422645293841e-09,-7.440649012979877236e-07,1.493221980159803675e+00,-3.357897232328466708e-01,2.657629297082706010e+00,-3.603771201213193387e-01,1.429902743252213970e-06,-3.603734320169448835e-01,-4.909804647574944614e-01,4.933205045413878165e-01,1.328814648538886756e+00
1.384546524697413042e-05,-1.351060008528281008e-08,-5.353511443687920110e-06,1.493214497712486155e+00,-3.711319996559743761e-01,2.657619320486431125e+00,-3.711658442145562287e-01,5.613240078126502473e-06,-3.711604591847605938e-01,-4.932147983418934678e-01,4.933134690564633940e-01,1.328809660240749535e+00
2.685745861913082155e-05,-2.821794244261446891e-08,-6.124309095699760624e-06,1.493212126000390549e+00,-3.711719506187499684e-01,2.657616158203683465e+00,-3.711717018805444357e-01,6.328962842180213441e-06,-3.711702061042531642e-01,-4.932128368419342879e-01,4.933115844035338426e-01,1.328808079099375705e+00
4.012561817158922741e-05,-4.321482718822401661e-08,-5.081888304312458941e-06,1.493214007154239242e+00,-3.711721136787487496e-01,2.657618666408777752e+00,-3.711718697476144024e-01,5.196989992543505972e-06,-3.711636507720026401e-01,-4.932115272740483225e-01,4.933099924602788455e-01,1.328809333201923071e+00
5.354847579431258218e-05,-5.838656580414241053e-08,-1.268805102924766972e-06,1.493218923155560374e+00,-3.711713084567416221e-01,2.657625221077108968e+00,-3.711694170872144594e-01,1.595027444045014086e-06,-3.711740510831272877e-01,-4.932186091780859094e-01,4.933170737558610908e-01,1.328812610536088012e+00
6.786698461053236521e-05,-7.457065112673118138e-08,3.337896586851886818e-06,1.493225983685997571e+00,-3.711703476924876344e-01,2.657634635117551269e+00,-3.711733136338314365e-01,3.613686431925490888e-06,-3.711780868429669922e-01,-4.932254774472449310e-01,4.933252532798333423e-01,1.328817317556309385e+00
8.042196469693173452e-05,-8.876143533951772458e-08,8.242563305347168156e-06,1.493232965405307366e+00,-3.711705616883675951e-01,2.657643944076492293e+00,-3.711698031785625740e-01,8.526277629102446156e-06,-3.711830008440131223e-01,-4.932406698295082048e-01,4.933401506072096487e-01,1.328821972035780119e+00
9.399999078990620659e-05,-1.041085595021650820e-07,8.189236780800896221e-06,1.493234120310106938e+00,-3.711715845700283012e-01,2.657645483949535592e+00,-3.711715553646464105e-01,8.160221492018736219e-06,-3.711810417286819375e-01,-4.932352651577123215e-01,4.933337886928239047e-01,1.328822741972301547e+00
1.039553992939349692e-04,-1.153610706772893568e-07,3.440668810498378604e-06,1.493229742897379531e+00,-3.711746103669775199e-01,2.657639647399319127e+00,-3.711758905084328042e-01,4.184950735672222574e-06,-3.711802090381688402e-01,-4.932326987915595096e-01,4.933302017758854352e-01,1.328819823697193314e+00
1.120844829570777243e-04,-1.245493028529181283e-07,-4.509219336540273832e-06,1.493215050657012988e+00,-3.711816889358425797e-01,2.657620057745789133e+00,-3.711817566801499102e-01,4.761857812650478054e-06,-3.711760411707323293e-01,-4.932190648005269074e-01,4.933166211634782972e-01,1.328810028870428539e+00
1.209529587064623517e-04,-1.345732634350902238e-07,5.567831505223482564e-06,1.493227753730019369e+00,-3.711849950816527022e-01,2.657636995176212213e+00,-3.711851111249901969e-01,5.625299321739752550e-06,-3.711787337801683018e-01,-4.932304154757742864e-01,4.933308110011725978e-01,1.328818497585639635e+00
1.307395463007631679e-04,-1.456349578033290875e-07,-3.533213034890858815e-07,1.493222755008456692e+00,-3.711806928480551604e-01,2.657630330214227676e+00,-3.711797438740434552e-01,8.337755666149845143e-07,-3.711778027225782761e-01,-4.932255770534443307e-01,4.933230392273901810e-01,1.328815165104647589e+00
1.419936184368957228e-04,-1.583553371111556530e-07,-2.864369582700502638e-06,1.493217131717537116e+00,-3.711740569362207975e-01,2.657622832493113041e+00,-3.711742560840737282e-01,3.088526971122176727e-06,-3.711737830722123821e-01,-4.932192226623626219e-01,4.933179613362528304e-01,1.328811416244090271e+00
1.521683730426214758e-04,-1.698557732503371791e-07,8.252782389380457934e-07,1.493223303618155917e+00,-3.711781808404309713e-01,2.657631061693815688e+00,-3.711771976275131668e-01,9.329812041972588398e-07,-3.711770632787052548e-01,-4.932264727382373870e-01,4.933243831300349047e-01,1.328815530844441595e+00
1.620138398238777809e-04,-1.809840182382391473e-07,-4.960296669669797504e-06,1.493214452317025875e+00,-3.711579662836181348e-01,2.657619259959151492e+00,-3.711578801811256101e-01,5.107394145899941005e-06,-3.711572339425971423e-01,-4.932082565021566611e-01,4.933066381242362519e-01,1.328809629977109719e+00
1.717023952872859531e-04,-1.919349077328216563e-07,1.454124590155443279e-07,1.493221497387112739e+00,-3.711731292784645753e-01,2.657628653385794237e+00,-3.711739335973589515e-01,2.047761459136911877e-07,-3.711669334076084237e-01,-4.932204784851711432e-01,4.933199674628795384e-01,1.328814326690430869e+00
1.820806857994259470e-04,-2.036653987163518625e-07,-4.372854253165732220e-06,1.493215305643292412e+00,-3.711753436256847727e-01,2.657620397727489703e+00,-3.711753329577925919e-01,4.496208335310820957e-06,-3.711751493899348442e-01,-4.932145568368343502e-01,4.933124358688731892e-01,1.328810198861278824e+00
1.948364536233722800e-04,-2.180831315038417794e-07,2.173920143062882842e-06,1.493223203439996372e+00,-3.711757542182328451e-01,2.657630928122938219e+00,-3.711756111244052247e-01,2.889957014444318325e-06,-3.711796004771105162e-01,-4.932197359940706516e-01,4.933195469502305586e-01,1.328815464059003082e+00
2.055760832337146643e-04,-2.302220409008371365e-07,4.968063909804143617e-06,1.493229858424705236e+00,-3.711760047106065219e-01,2.657639801435751181e+00,-3.711761880400114011e-01,5.098411441831520032e-06,-3.711847231743074516e-01,-4.932314659433091886e-01,4.933303653239516917e-01,1.328819900715409341e+00
