time,state,q,residual,candidate,denominator,target,stagepeak
1.740825406906111714e-04,1.274208523196150505e-07,2.351547849916255116e-06,1.917003692798068260e+00,-5.690878428179473314e-01,3.222671572182674637e+00,-5.690882984782591469e-01,2.637689199712364512e-06
1.800967791579935007e-04,1.318713884674636214e-07,4.070614589837978082e-06,1.917006952698822264e+00,-5.690907692146368602e-01,3.222675918716948029e+00,-5.690911776260282329e-01,4.196219598520735416e-06
1.810216442796984805e-04,1.325557886085496144e-07,3.671772115050374643e-06,1.917007282245276167e+00,-5.690909831440533750e-01,3.222676358112213535e+00,-5.690911580049418106e-01,3.830165475579221877e-06
1.826419394931362702e-04,1.337548069806455721e-07,1.790060352838475144e-06,1.917006176975035503e+00,-5.690912820602261890e-01,3.222674884418581520e+00,-5.690914341380161057e-01,2.498900190678268373e-06
1.853144178886889930e-04,1.357324408516316169e-07,-2.036548776562470338e-06,1.917000531314388523e+00,-5.690912065376177997e-01,3.222667356871164124e+00,-5.690910031099450928e-01,3.503907978529213438e-06
1.900044857134911751e-04,1.392030907928856396e-07,-8.948185542877326663e-06,1.916987604353495689e+00,-5.690896353830434684e-01,3.222650120923563843e+00,-5.690892503804867442e-01,1.041386232199637963e-05
1.907014350124394166e-04,1.397188332370487993e-07,-9.466995673704463779e-06,1.916985726405483259e+00,-5.690896143004652297e-01,3.222647616992917907e+00,-5.690897753221747513e-01,9.641580986990628323e-06
1.918609227300074427e-04,1.405768540863722956e-07,-9.061552206027432264e-06,1.916983701299001863e+00,-5.690898407403112147e-01,3.222644916850983421e+00,-5.690900440661731396e-01,9.090884173487339285e-06
1.936375444239458153e-04,1.418915540453242377e-07,-7.426802974356471036e-06,1.916983856037494993e+00,-5.690904033445267629e-01,3.222645123168970560e+00,-5.690908893113372224e-01,7.927608603771564954e-06
1.963946876091200234e-04,1.439318398554631680e-07,-4.435702414169029888e-06,1.916988223246082645e+00,-5.690924724361918763e-01,3.222650946113667647e+00,-5.690934226206235680e-01,5.124656915179252418e-06
2.000219399759813434e-04,1.466160064134377504e-07,-4.216402588921942477e-07,1.916995716370254899e+00,-5.690962692918917210e-01,3.222660936945747956e+00,-5.690973402835585171e-01,1.129884507407408019e-06
2.010110647210221516e-04,1.473479586719501089e-07,1.983842380632101526e-07,1.916997684666914337e+00,-5.690970419177989736e-01,3.222663561341255090e+00,-5.690976793765255559e-01,4.978900467424489703e-07
2.029628836135841834e-04,1.487923045481571245e-07,2.779392246076236939e-07,1.916999906127083486e+00,-5.690981492889132243e-01,3.222666523288103324e+00,-5.690986350991714682e-01,2.504601209605401724e-07
2.065497258789225524e-04,1.514465676326374572e-07,-2.407692962553438443e-07,1.917000016598269463e+00,-5.690992334963751453e-01,3.222666670583015591e+00,-5.690994004256374472e-01,4.013844139939627023e-07
2.104230161858806263e-04,1.543128022522723089e-07,-8.403141734155043711e-07,1.916998906277485926e+00,-5.690996321495859211e-01,3.222665190155326265e+00,-5.690994016193716698e-01,8.809397744412741750e-07
2.137225814193212013e-04,1.567544803479777274e-07,-4.340928762143335825e-07,1.916998814327771417e+00,-5.690972147289180549e-01,3.222665067555708696e+00,-5.690963231506316333e-01,5.051885624694706159e-07
2.200466511912265387e-04,1.614342916391885171e-07,7.633380018906186748e-07,1.917000907078940664e+00,-5.690917965128368117e-01,3.222667857890559429e+00,-5.690910008275712473e-01,9.714902557215145737e-07
2.222251413811218918e-04,1.630463742623827191e-07,1.687111298228855618e-06,1.917002013393698689e+00,-5.690910524979423402e-01,3.222669332976881407e+00,-5.690909171173883507e-01,2.218991158816798700e-06
2.291871570608954305e-04,1.681982654897515287e-07,5.632115538049728534e-06,1.917009022976147170e+00,-5.690911182678934921e-01,3.222678679086673714e+00,-5.690911831322249537e-01,6.205752672898559865e-06
2.308528064801889778e-04,1.694308459699913969e-07,6.403337267860737030e-06,1.917010808676701261e+00,-5.690912498133645636e-01,3.222681060020710753e+00,-5.690913902271720337e-01,6.601522160159490529e-06
2.335865294870623590e-04,1.714538008471715533e-07,6.440614081317930799e-06,1.917012246371439854e+00,-5.690918699237585976e-01,3.222682976947000011e+00,-5.690920906415531944e-01,6.470665334370582394e-06
