time,state,candidate,raw,geometry,next,num,den,ca,cb,port_ratio,corrected,negative
1.162961877603299949e-05,2.886986279639240038e+00,2.886986291852970066e+00,2.867525223055499950e+00,2.867525223055499950e+00,4.688575047326070333e+00,4.429516670449880067e+00,2.701907861401419808e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.869135850568650392e-01,2.836475378854709906e+00,-2.844501403349500190e+00
1.212961877603299978e-05,3.011986021941659875e+00,3.011986034155719860e+00,2.992504968396370035e+00,2.992504968396370035e+00,4.783658098488129617e+00,4.475432202329759690e+00,2.793877706361299840e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.688981704953530283e-01,2.961426426171169801e+00,-2.969452701071269907e+00
1.262961877603300008e-05,3.136985764234609952e+00,3.136985776447489993e+00,3.117484713727820100e+00,3.117484713727820100e+00,4.867290382397570170e+00,4.525433867815950251e+00,2.894032169006560018e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.505819319163360426e-01,3.086377473478270073e+00,-3.094403998783640031e+00
1.312961877603300037e-05,3.261985506517790068e+00,3.261985518728029998e+00,3.242464459049560155e+00,3.242464459049560155e+00,4.940044276862350259e+00,4.579696006343329628e+00,3.002720455153600199e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.320874905822749579e-01,3.211328520775679873e+00,-3.219355296486309914e+00
1.341711877603300058e-05,3.332880857101780059e+00,3.332880869309859939e+00,3.313865089081709847e+00,3.313865089081709847e+00,4.976941370908900097e+00,4.612872490103669953e+00,3.069173699683899859e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.214250517645319771e-01,3.282963838132650025e+00,-3.290887753278299854e+00
1.391711877603299918e-05,3.443116525702599962e+00,3.443116537905980046e+00,3.426853414977269807e+00,3.426853414977269807e+00,5.024660791991969688e+00,4.671502887097830126e+00,3.186611705968890096e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.036694748676349809e-01,3.398098137816000008e+00,-3.404950751798430097e+00
1.441711877603299948e-05,3.537454228602490147e+00,3.537454240800180116e+00,3.523588441613890065e+00,3.523588441613890065e+00,5.055548628341799855e+00,4.726236998280180401e+00,3.296245363978699938e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.882357071877489574e-01,3.496769306715850067e+00,-3.502640063953620153e+00
1.491711877603299977e-05,3.618180691231509982e+00,3.618180703422920086e+00,3.606365167668669880e+00,3.606365167668669880e+00,5.077307357696139611e+00,4.775762046108829928e+00,3.395445150716370097e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.751296753038320553e-01,3.581200465543159961e+00,-3.586232566190670212e+00
1.541711877603300007e-05,3.687259745448039805e+00,3.687259757632979973e+00,3.677198690531730207e+00,3.677198690531730207e+00,5.092859413467049734e+00,4.820165301067199870e+00,3.484385870926660189e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.640135249681330398e-01,3.653449755719980097e+00,-3.657764177934290206e+00
1.591711877603299867e-05,3.746371907270099832e+00,3.746371919448669985e+00,3.737812181691909874e+00,3.737812181691909874e+00,5.104079450588550060e+00,4.859677013597459627e+00,3.563528721433390167e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.545885129231330257e-01,3.715274743267690027e+00,-3.718975035799500173e+00
