run,time_s,q
41,0.0032318211364900083,-0.6931469203841051
41,0.003236321136490009,-0.6931469205438493
41,0.0032408211364900095,-0.693146920699515
41,0.00324482113649001,-0.6931469208345457
41,0.0032493211364900106,-0.6931469209827915
41,0.003253821136490011,-0.6931469211272526
41,0.0032578211364900117,-0.6931469212525635
41,0.0032623211364900123,-0.6931469213901381
41,0.003266821136490013,-0.6931469215241997
41,0.0032708211364900134,-0.6931469216404903
41,0.003275321136490014,-0.6931469217681618
41,0.0032798211364900146,-0.6931469218925743
41,0.0032843211364900152,-0.6931469220138109
41,0.0032883211364900158,-0.6931469221189757
41,0.0032928211364900164,-0.6931469222344322
41,0.003297321136490017,-0.6931469223469416
41,0.0033013211364900175,-0.6931469224445362
41,0.003305821136490018,-0.6931469225516815
41,0.0033103211364900187,-0.6931469226560929
41,0.0033143211364900192,-0.693146922746663
41,0.00331882113649002,-0.6931469228460966
41,0.0033233211364900204,-0.693146922942992
41,0.003327321136490021,-0.6931469230270425
41,0.0033318211364900215,-0.6931469231193187
41,0.003336321136490022,-0.6931469232092392
41,0.0033403211364900227,-0.6931469232872395
41,0.0033448211364900233,-0.6931469233728728
41,0.003349321136490024,-0.693146923456321
41,0.0033533211364900244,-0.6931469235287059
41,0.003357821136490025,-0.6931469236081753
41,0.0033623211364900256,-0.6931469236856165
41,0.003366321136490026,-0.6931469237527915
41,0.0033708211364900267,-0.6931469238265412
41,0.0033753211364900273,-0.6931469238984075
41,0.003379321136490028,-0.6931469239607474
41,0.0033838211364900284,-0.6931469240291883
41,0.003388321136490029,-0.6931469240958822
41,0.0033923211364900296,-0.6931469241537348
41,0.00339682113649003,-0.6931469242172484
41,0.0034013211364900308,-0.6931469242791413
41,0.0034058211364900314,-0.6931469243394541
41,0.003409821136490032,-0.6931469243917712
41,0.0034143211364900325,-0.6931469244492087
41,0.003418821136490033,-0.6931469245051802
41,0.0034228211364900336,-0.6931469245537314
41,0.0034273211364900342,-0.6931469246070344
41,0.003431821136490035,-0.6931469246589774
41,0.0034358211364900353,-0.6931469247040343
41,0.003440321136490036,-0.6931469247535008
41,0.0034448211364900365,-0.6931469248017044
41,0.003448821136490037,-0.6931469248435184
41,0.0034533211364900377,-0.6931469248894234
41,0.0034578211364900383,-0.6931469249341573
41,0.003461821136490039,-0.6931469249729612
41,0.0034663211364900394,-0.6931469250155621
41,0.00347082113649004,-0.6931469250570754
41,0.0034748211364900405,-0.6931469250930863
41,0.003479321136490041,-0.6931469251326211
41,0.0034838211364900417,-0.6931469251711466
41,0.0034878211364900422,-0.6931469252045654
41,0.003492321136490043,-0.6931469252412544
41,0.0034968211364900434,-0.6931469252770066
41,0.003500821136490044,-0.6931469253080199
41,0.0035053211364900446,-0.6931469253420673
41,0.003509821136490045,-0.6931469253752467
41,0.0035138211364900457,-0.6931469254040272
41,0.0035183211364900463,-0.6931469254356241
41,0.003522821136490047,-0.6931469254664147
41,0.0035273211364900475,-0.6931469254964189
41,0.003531321136490048,-0.6931469255224462
41,0.0035358211364900486,-0.6931469255510202
41,0.0035403211364900492,-0.693146925578865
41,0.0035443211364900497,-0.6931469256030184
41,0.0035488211364900503,-0.693146925629536
41,0.003553321136490051,-0.6931469256553761
41,0.0035573211364900515,-0.6931469256777911
41,0.003561821136490052,-0.6931469257023992
41,0.0035663211364900527,-0.693146925726379
41,0.003570321136490053,-0.6931469257471804
41,0.003574821136490054,-0.6931469257700177
41,0.0035793211364900544,-0.6931469257922722
41,0.003583321136490055,-0.6931469258115766
41,0.0035878211364900555,-0.6931469258327705
41,0.003592321136490056,-0.6931469258534235
41,0.0035963211364900566,-0.6931469258713379
41,0.0036008211364900572,-0.6931469258910055
41,0.003605321136490058,-0.6931469259101716
41,0.0036093211364900584,-0.6931469259267966
41,0.003613821136490059,-0.6931469259450487
41,0.0036183211364900596,-0.6931469259628351
41,0.00362232113649006,-0.6931469259782638
41,0.0036268211364900607,-0.6931469259952024
41,0.0036313211364900613,-0.6931469260117081
41,0.003635321136490062,-0.6931469260260258
41,0.0036398211364900624,-0.6931469260417457
41,0.003644321136490063,-0.6931469260570637
41,0.0036488211364900636,-0.6931469260719905
41,0.003652821136490064,-0.6931469260849388
41,0.0036573211364900647,-0.6931469260991541
41,0.0036618211364900653,-0.6931469261130071
41,0.003665821136490066,-0.6931469261250234
41,0.0036703211364900665,-0.6931469261382149
41,0.003674821136490067,-0.6931469261510701
41,0.0036788211364900676,-0.6931469261622215
41,0.003683321136490068,-0.6931469261744634
41,0.003687821136490069,-0.6931469261863931
41,0.0036918211364900693,-0.6931469261967409
41,0.00369632113649007,-0.6931469262081015
41,0.0037008211364900705,-0.6931469262191722
41,0.003704821136490071,-0.693146926228775
41,0.0037093211364900716,-0.6931469262393182
41,0.0037138211364900722,-0.6931469262495923
41,0.0037178211364900728,-0.6931469262585044
41,0.0037223211364900734,-0.6931469262682891
41,0.003726821136490074,-0.693146926277824
41,0.0037308211364900745,-0.6931469262860946
41,0.003735321136490075,-0.6931469262951744
41,0.0037398211364900757,-0.6931469263040225
41,0.0037438211364900762,-0.6931469263116979
41,0.003748321136490077,-0.6931469263201245
41,0.0037528211364900774,-0.6931469263283363
41,0.003756821136490078,-0.6931469263354592
41,0.0037613211364900785,-0.6931469263432795
41,0.003765821136490079,-0.6931469263508995
41,0.0037703211364900797,-0.6931469263583254
41,0.0037743211364900803,-0.6931469263647667
41,0.003778821136490081,-0.6931469263718384
41,0.0037833211364900815,-0.6931469263787297
41,0.003787321136490082,-0.6931469263847078
41,0.0037918211364900826,-0.693146926391271
41,0.003796321136490083,-0.6931469263976657
41,0.0038003211364900837,-0.6931469264032128
41,0.0038048211364900843,-0.6931469264093028
41,0.003809321136490085,-0.6931469264152372
41,0.0038133211364900855,-0.6931469264203851
41,0.003817821136490086,-0.6931469264260369
41,0.0038223211364900866,-0.6931469264315449
41,0.003826321136490087,-0.6931469264363224
41,0.0038308211364900878,-0.693146926441567
41,0.0038353211364900884,-0.6931469264466775
41,0.003839321136490089,-0.6931469264511115
41,0.0038438211364900895,-0.693146926455979
41,0.00384832113649009,-0.6931469264607222
41,0.0038523211364900906,-0.6931469264648371
41,0.0038568211364900912,-0.6931469264693545
41,0.003861321136490092,-0.6931469264737563
41,0.0038653211364900924,-0.6931469264775746
41,0.003869821136490093,-0.6931469264817663
41,0.0038743211364900935,-0.6931469264858509
41,0.003878321136490094,-0.6931469264893942
41,0.0038828211364900947,-0.6931469264932844
41,0.0038873211364900953,-0.6931469264970752
41,0.003891821136490096,-0.6931469265007699
41,0.0038958211364900964,-0.6931469265039745
41,0.003900321136490097,-0.693146926507492
41,0.0039048211364900976,-0.69314692651092
41,0.003908821136490096,-0.6931469265138941
41,0.003913321136490093,-0.6931469265171587
41,0.003917821136490089,-0.69314692652034
41,0.003921821136490086,-0.6931469265230996
41,0.003926321136490083,-0.6931469265261289
41,0.00393082113649008,-0.6931469265290816
41,0.003934821136490077,-0.693146926531643
41,0.0039393211364900736,-0.6931469265344548
41,0.00394382113649007,-0.6931469265371953
41,0.003947821136490067,-0.6931469265395716
41,0.003952321136490064,-0.693146926542181
41,0.003956821136490061,-0.6931469265447238
41,0.003960821136490058,-0.693146926546929
41,0.0039653211364900545,-0.6931469265493501
41,0.003969821136490051,-0.69314692655171
41,0.003973821136490048,-0.6931469265537564
41,0.003978321136490045,-0.6931469265560034
41,0.003982821136490042,-0.6931469265581935
41,0.003986821136490039,-0.6931469265600928
41,0.003991321136490035,-0.6931469265621782
41,0.003995821136490032,-0.6931469265642101
41,0.004,-0.6931469265660505
42,5e-09,-3.0572673437782134e-06
42,5.0032239560072855e-09,-3.0592392785591534e-06
42,5.209557140473517e-09,-3.188086631142258e-06
42,7.48272836939259e-09,-4.951764242772336e-06
42,9.561903971018414e-09,-7.116242031450606e-06
42,1.1991549874003677e-08,-1.0310710908239487e-05
42,1.4081044993831537e-08,-1.362938978349183e-05
42,1.656193399136325e-08,-1.8253467208272117e-05
42,1.892594453740518e-08,-2.3347975245504638e-05
42,2.2051247581473616e-08,-3.110992001351232e-05
42,2.509421449123177e-08,-3.978599888083073e-05
42,2.9138105199741165e-08,-5.301508859347893e-05
42,3.309240532796036e-08,-6.781588332556582e-05
42,3.8367576188113114e-08,-9.041212042157586e-05
42,4.3543761609697514e-08,-0.00011572972960342748
42,5.0333563273499404e-08,-0.00015362255918894953
42,5.605990386620772e-08,-0.0001896743252521772
42,6.25179203748614e-08,-0.00023478401915997353
42,6.790379605899294e-08,-0.0002759812441954106
42,7.454018585707148e-08,-0.00033117503132705083
42,8.074569188546683e-08,-0.00038717010826682405
42,8.8649803984701e-08,-0.000464563973818166
42,9.600100117368342e-08,-0.0005425821885549975
42,1.0387110139575641e-07,-0.0006324811261744895
42,1.1387954131070417e-07,-0.0007562029216482517
42,1.232332053926162e-07,-0.0008812080646922169
42,1.3513679030598534e-07,-0.0010531816949199129
42,1.462684546574413e-07,-0.0012268470543381762
42,1.6044704912800492e-07,-0.001465675408078192
42,1.7371905265683204e-07,-0.0017067689266405742
42,1.9064135854575677e-07,-0.0020381955014609674
42,2.0649956676764922e-07,-0.0023726309666077332
42,2.2488263915349362e-07,-0.00278841273617504
42,2.396561634776477e-07,-0.0031438522950117277
42,2.5682917124265245e-07,-0.00358023298649329
42,2.7256044152342884e-07,-0.004001316709590196
42,2.9219213589310274e-07,-0.004554611919322872
42,3.1019758122151656e-07,-0.005088430692275193
42,3.32688292847277e-07,-0.005789488492278321
42,3.5333635031566436e-07,-0.006465489820591261
42,3.791566092887504e-07,-0.0073527796081296936
42,4.02890149322281e-07,-0.008207876639222695
42,4.32608351870335e-07,-0.009329593355223093
42,4.599646074342865e-07,-0.010409989807978434
42,4.892067435747171e-07,-0.011613065937815768
42,5.006197777721887e-07,-0.012095598625041936
42,5.207845125054422e-07,-0.012965318026874223
42,5.601935331249182e-07,-0.01472572933018272
42,5.965302793615386e-07,-0.01641599591725127
42,6.399981549523377e-07,-0.01851652416926553
42,6.7510001965449e-07,-0.0202708591669899
42,7.17225296274204e-07,-0.02243961703155111
42,7.557170357891789e-07,-0.02447737931688152
42,8.036412869254541e-07,-0.02708318970849007
42,8.475177794642849e-07,-0.02953003846153515
42,9.022594071028303e-07,-0.03265675953970347
42,9.52486827443834e-07,-0.035590545788614654
42,1.0153007945592554e-06,-0.039336703055319985
42,1.0730806784951964e-06,-0.04284905631635268
42,1.1455357400858884e-06,-0.04733053548821172
42,1.2123758092454818e-06,-0.05152908316626585
42,1.2935776152584727e-06,-0.05669794676536349
42,1.359377001430205e-06,-0.0609309944704152
42,1.4375213628508924e-06,-0.06599913526280131
42,1.508989883113311e-06,-0.07066452217413696
42,1.5849647404899146e-06,-0.07564748773519137
42,1.6798069500787453e-06,-0.08189088439524382
42,1.7619767036974157e-06,-0.0873121113361943
42,1.852534970772583e-06,-0.09329168369491282
42,1.9331248726760176e-06,-0.09861190124445111
42,2.032866446071346e-06,-0.10518885238501018
42,2.123642225197857e-06,-0.11116274012561211
42,2.2340220593690186e-06,-0.11840665700009617
42,2.3234685406110043e-06,-0.1242579000030363
42,2.4295160970444024e-06,-0.13117104507773317
42,2.525422368416702e-06,-0.1373994746827974
42,2.6436112866404065e-06,-0.1450434989405098
42,2.7507078515310257e-06,-0.15194019207325016
42,2.8829202065955685e-06,-0.16041608071734306
42,3.002920308787619e-06,-0.16807418533027924
42,3.1512928420260076e-06,-0.17750013820854763
42,3.286145691526968e-06,-0.18602951565144601
42,3.4530671049310626e-06,-0.1965427661213159
42,3.604895877139448e-06,-0.20606782992568357
42,3.792894621261183e-06,-0.21781962378752717
42,3.963869692623769e-06,-0.22847300664452977
42,4.144379417524734e-06,-0.23969143973578866
42,4.367558097247904e-06,-0.2535287885237842
42,4.570050000610172e-06,-0.2660591710855027
42,4.8197898899147906e-06,-0.28148980978196037
42,5.045732161947338e-06,-0.2954340195681044
42,5.323535361743453e-06,-0.3125648435669067
42,5.570084506770497e-06,-0.3277599923342251
42,5.858733503340064e-06,-0.3455439014272723
