time,state,q,residual,candidate,denominator,target,stagepeak
2.000000000000000125e-09,-8.333333333330556249e-10,4.989752038315121817e-08,2.000000122197372221e+00,-1.197604798548950605e-03,3.333333496263163109e+00,-6.000000040730362194e-01,3.061106493502605415e-05
1.091899153264616350e-07,-4.999992360354302948e-09,2.585436753633912333e-06,2.000006635761745866e+00,-6.206366287780981650e-02,3.333342181015661154e+00,-6.000003205206441148e-01,3.352100507516586646e-05
4.384512551581429686e-07,-4.999999999990004454e-09,8.872126836262083516e-06,2.000026036755670589e+00,-2.129852669397318821e-01,3.333368049007560785e+00,-6.000022754609866116e-01,4.161673086799057481e-05
1.204478353634475327e-06,-4.999999999990030097e-09,1.749928061616248833e-05,2.000065658694768711e+00,-4.201149085769751990e-01,3.333420878259691467e+00,-6.000096372233055808e-01,5.564934916122892341e-05
2.416833732543083070e-06,-4.999999999990088827e-09,2.276290559434251297e-05,2.000108745413880396e+00,-5.465176911121432113e-01,3.333478327218507342e+00,-6.000209366192891247e-01,6.743317040031789598e-05
4.426815518737710089e-06,-4.999999999990206286e-09,2.469223435445289030e-05,2.000139556104640004e+00,-5.928709596552561578e-01,3.333519408139520301e+00,-6.000304840194421452e-01,7.357362851096778010e-05
7.765553972064893873e-06,-4.999999999990404810e-09,2.497953093254719372e-05,2.000149159195707682e+00,-5.997812939274487221e-01,3.333532212260943428e+00,-6.000337109292078752e-01,7.491010446909175614e-05
1.000663045680466561e-05,-5.738898932367927436e-09,2.498889609255090552e-05,2.000149815658966990e+00,-6.000072172906500967e-01,3.333533087545289320e+00,-6.000339397377267847e-01,7.497377474969098505e-05
1.142900447192352001e-05,-7.169259063376919456e-07,2.465779771893563432e-05,2.000149767027747494e+00,-6.000276158601665077e-01,3.333533022703663473e+00,-6.000341871051882991e-01,7.478734989300588618e-05
1.542900447192351729e-05,-2.716925904277669399e-06,2.277625724486482430e-05,2.000147084764488437e+00,-6.000345189080201758e-01,3.333529446352651249e+00,-6.000347267963015430e-01,7.309339703903492281e-05
1.942900447192354675e-05,-4.716925899817731251e-06,2.077878914303766598e-05,2.000143178225680440e+00,-6.000348723213032587e-01,3.333524237634240883e+00,-6.000349185350900560e-01,7.110527925335022531e-05
2.342900447192357622e-05,-6.716925892957859078e-06,1.877922756947872108e-05,2.000139183987863944e+00,-6.000350400115428418e-01,3.333518911983818889e+00,-6.000350803777745323e-01,6.910621294557152091e-05
2.742900447192360568e-05,-8.716925883698067279e-06,1.677962819340650670e-05,2.000135186164158974e+00,-6.000352008093310374e-01,3.333513581552212113e+00,-6.000352409572353718e-01,6.710684971524859331e-05
3.142900447192361821e-05,-1.071692587203836178e-05,1.478002813703531688e-05,2.000131188229830936e+00,-6.000353613544702203e-01,3.333508250973107767e+00,-6.000354014947358872e-01,6.510748190598251116e-05
3.542900447192357991e-05,-1.271692585797871888e-05,1.278042807073510689e-05,2.000127190297556812e+00,-6.000355218904571686e-01,3.333502920396742564e+00,-6.000355620302999515e-01,6.310811660274626362e-05
3.942900447192354161e-05,-1.471692584151916566e-05,1.078082800661171738e-05,2.000123192370536263e+00,-6.000356824254234889e-01,3.333497589827381979e+00,-6.000357225650689852e-01,6.110875396608982297e-05
4.342900447192350332e-05,-1.671692582265968689e-05,8.781227944883725174e-06,2.000119194448852333e+00,-6.000358429596187593e-01,3.333492259265136592e+00,-6.000358830990729642e-01,5.910939399949959039e-05
