p,X,group,profile,Y,stages,relative_error,valid
257,1e+144,X_sweep,ideal,1.1666268879210762,9,5.607722946400663e-19,True
257,1e+144,X_sweep,untrimmed,1.1666268879210762,9,1.0222692929726472e-06,True
257,1e+144,X_sweep,trim_target,1.1666268879210762,9,3.991746507952262e-08,True
257,1e+147,X_sweep,ideal,1.8256329181438895,9,2.6972117525247464e-19,True
257,1e+147,X_sweep,untrimmed,1.8256329181438895,9,2.0372109019321934e-06,True
257,1e+147,X_sweep,trim_target,1.8256329181438895,9,6.417072025010484e-08,True
257,1e+150,X_sweep,ideal,1.496663741178734,9,9.900794533077789e-20,True
257,1e+150,X_sweep,untrimmed,1.496663741178734,9,1.4367962985386055e-06,True
257,1e+150,X_sweep,trim_target,1.496663741178734,9,5.021169466223159e-08,True
257,1e+153,X_sweep,ideal,1.0024473499037458,9,6.636816162043158e-19,True
257,1e+153,X_sweep,untrimmed,1.0024473499037458,9,9.216896306276584e-07,True
257,1e+153,X_sweep,trim_target,1.0024473499037458,9,3.686800594015934e-08,True
257,1e+156,X_sweep,ideal,1.4970896454427005,9,4.7288388863216e-19,True
257,1e+156,X_sweep,untrimmed,1.4970896454427005,9,1.4374720170579602e-06,True
257,1e+156,X_sweep,trim_target,1.4970896454427005,9,5.0227735459194126e-08,True
257,1e+159,X_sweep,ideal,1.8881136471636333,9,2.9366439494301997e-19,True
257,1e+159,X_sweep,untrimmed,1.8881136471636333,9,2.1668822592928473e-06,True
257,1e+159,X_sweep,trim_target,1.8881136471636333,9,6.712605591068934e-08,True
257,1e+162,X_sweep,ideal,1.1673477846267641,9,5.905987530679913e-19,True
257,1e+162,X_sweep,untrimmed,1.1673477846267641,9,1.0228944663960968e-06,True
257,1e+162,X_sweep,trim_target,1.1673477846267641,9,3.993445856640034e-08,True
257,1e+165,X_sweep,ideal,1.7433576747576913,9,3.2105843996749017e-19,True
257,1e+165,X_sweep,untrimmed,1.7433576747576913,9,1.8732873429896724e-06,True
257,1e+165,X_sweep,trim_target,1.7433576747576913,9,6.041307277286862e-08,True
257,1e+168,X_sweep,ideal,1.250636786036433,9,7.327103749434072e-20,True
257,1e+168,X_sweep,untrimmed,1.250636786036433,9,1.1044638661184059e-06,True
257,1e+168,X_sweep,trim_target,1.250636786036433,9,4.208092775022191e-08,True
257,1e+171,X_sweep,ideal,1.3000495259367948,9,1.4117126045939144e-19,True
257,1e+171,X_sweep,untrimmed,1.3000495259367948,9,1.1606573195616977e-06,True
257,1e+171,X_sweep,trim_target,1.3000495259367948,9,4.3513647063336576e-08,True
257,1e+174,X_sweep,ideal,1.1190788534846408,9,6.643484621263603e-20,True
257,1e+174,X_sweep,untrimmed,1.1190788534846408,9,9.843343919601736e-07,True
257,1e+174,X_sweep,trim_target,1.1190788534846408,9,3.886134349926215e-08,True
257,1e+177,X_sweep,ideal,1.4563638496251674,9,1.5816491053238773e-19,True
257,1e+177,X_sweep,untrimmed,1.4563638496251674,9,1.373644834174799e-06,True
257,1e+177,X_sweep,trim_target,1.4563638496251674,9,4.872120488811974e-08,True
257,1e+180,X_sweep,ideal,1.5888848198024692,9,9.80300487884235e-19,True
257,1e+180,X_sweep,untrimmed,1.5888848198024692,9,1.5900255903838454e-06,True
257,1e+180,X_sweep,trim_target,1.5888848198024692,9,5.382025865019506e-08,True
257,1e+183,X_sweep,ideal,1.4393015094795807,9,1.8836958393899497e-19,True
257,1e+183,X_sweep,untrimmed,1.4393015094795807,9,1.3480839698111813e-06,True
257,1e+183,X_sweep,trim_target,1.4393015094795807,9,4.810740230292648e-08,True
257,1e+186,X_sweep,ideal,1.071322602841505,9,5.803128840600979e-19,True
257,1e+186,X_sweep,untrimmed,1.071322602841505,9,9.53160359241822e-07,True
257,1e+186,X_sweep,trim_target,1.071322602841505,9,3.793649125918362e-08,True
257,1e+189,X_sweep,ideal,1.2821217298194438,9,6.811341203203886e-19,True
257,1e+189,X_sweep,untrimmed,1.2821217298194438,9,1.1395138181284352e-06,True
257,1e+189,X_sweep,trim_target,1.2821217298194438,9,4.298083968848009e-08,True
257,1e+192,X_sweep,ideal,1.2805035025032974,9,7.432917583766146e-19,True
257,1e+192,X_sweep,untrimmed,1.2805035025032974,9,1.1379531679845991e-06,True
257,1e+192,X_sweep,trim_target,1.2805035025032974,9,4.293372564862891e-08,True
257,1e+195,X_sweep,ideal,1.0566564265804153,9,6.850407833205996e-19,True
257,1e+195,X_sweep,untrimmed,1.0566564265804153,9,9.450021933900936e-07,True
257,1e+195,X_sweep,trim_target,1.0566564265804153,9,3.7681589964118964e-08,True
257,1e+198,X_sweep,ideal,1.4930279989969275,9,4.432183195427882e-19,True
257,1e+198,X_sweep,untrimmed,1.4930279989969275,9,1.4310405876841852e-06,True
257,1e+198,X_sweep,trim_target,1.4930279989969275,9,5.007500802155795e-08,True
257,1e+201,X_sweep,ideal,1.7763342765079186,9,2.625408603009358e-19,True
257,1e+201,X_sweep,untrimmed,1.7763342765079186,9,1.9380180228229563e-06,True
257,1e+201,X_sweep,trim_target,1.7763342765079186,9,6.190011569684127e-08,True
257,1e+204,X_sweep,ideal,1.7631319139336368,9,5.865771476486399e-19,True
257,1e+204,X_sweep,untrimmed,1.7631319139336368,9,1.9135318241671173e-06,True
257,1e+204,X_sweep,trim_target,1.7631319139336368,9,6.130267346289422e-08,True
257,1e+207,X_sweep,ideal,1.4454250798580075,9,8.265933396108423e-20,True
257,1e+207,X_sweep,untrimmed,1.4454250798580075,9,1.3571968399043527e-06,True
257,1e+207,X_sweep,trim_target,1.4454250798580075,9,4.832649993885827e-08,True
257,1e+210,X_sweep,ideal,1.4610256135486122,9,1.851642644136842e-19,True
257,1e+210,X_sweep,untrimmed,1.4610256135486122,9,1.3813651133724425e-06,True
257,1e+210,X_sweep,trim_target,1.4610256135486122,9,4.889118303595881e-08,True
257,1e+213,X_sweep,ideal,1.2209932003148047,9,6.261444534565804e-19,True
257,1e+213,X_sweep,untrimmed,1.2209932003148047,9,1.0731406452963346e-06,True
257,1e+213,X_sweep,trim_target,1.2209932003148047,9,4.127639087148474e-08,True
257,1e+216,X_sweep,ideal,1.2887598572778636,9,5.9494670307647625e-19,True
257,1e+216,X_sweep,untrimmed,1.2887598572778636,9,1.1475807123662337e-06,True
257,1e+216,X_sweep,trim_target,1.2887598572778636,9,4.317671846169854e-08,True
257,1e+219,X_sweep,ideal,1.1273833382823342,9,6.781421619641157e-19,True
257,1e+219,X_sweep,untrimmed,1.1273833382823342,9,9.90347878560755e-07,True
257,1e+219,X_sweep,trim_target,1.1273833382823342,9,3.9036259250145816e-08,True
257,1e+222,X_sweep,ideal,1.2792302337403543,9,4.989733229816361e-19,True
257,1e+222,X_sweep,untrimmed,1.2792302337403543,9,1.1364824804172618e-06,True
257,1e+222,X_sweep,trim_target,1.2792302337403543,9,4.289652719225686e-08,True
257,1e+225,X_sweep,ideal,1.2078209196852547,9,6.347870327597274e-19,True
257,1e+225,X_sweep,untrimmed,1.2078209196852547,9,1.060055074610696e-06,True
257,1e+225,X_sweep,trim_target,1.2078209196852547,9,4.0932992906832035e-08,True
257,1e+228,X_sweep,ideal,1.523290985766653,9,3.6614533930460623e-19,True
257,1e+228,X_sweep,untrimmed,1.523290985766653,9,1.479628056316365e-06,True
257,1e+228,X_sweep,trim_target,1.523290985766653,9,5.122602200785036e-08,True
257,1e+231,X_sweep,ideal,1.6078355497009598,9,4.698548802162022e-19,True
257,1e+231,X_sweep,untrimmed,1.6078355497009598,9,1.6221161017018034e-06,True
257,1e+231,X_sweep,trim_target,1.6078355497009598,9,5.459315610361424e-08,True
257,1e+234,X_sweep,ideal,1.4065048652737973,9,5.808546468036112e-20,True
257,1e+234,X_sweep,untrimmed,1.4065048652737973,9,1.3009908832665005e-06,True
257,1e+234,X_sweep,trim_target,1.4065048652737973,9,4.695762759648322e-08,True
257,1e+237,X_sweep,ideal,1.0089878570070907,9,5.796206500684007e-19,True
257,1e+237,X_sweep,untrimmed,1.0089878570070907,9,9.239348242770219e-07,True
257,1e+237,X_sweep,trim_target,1.0089878570070907,9,3.695502108297804e-08,True
257,1e+240,X_sweep,ideal,1.7237044451274306,9,1.2463944213838686e-18,True
257,1e+240,X_sweep,untrimmed,1.7237044451274306,9,1.8367868208633237e-06,True
257,1e+240,X_sweep,trim_target,1.7237044451274306,9,5.9540381036449126e-08,True
257,1e+243,X_sweep,ideal,1.4417908498529513,9,9.73227018512471e-20,True
257,1e+243,X_sweep,untrimmed,1.4417908498529513,9,1.3517802508728406e-06,True
257,1e+243,X_sweep,trim_target,1.4417908498529513,9,4.819630726142183e-08,True
257,1e+246,X_sweep,ideal,1.740729500984514,9,1.0217259326453243e-18,True
257,1e+246,X_sweep,untrimmed,1.740729500984514,9,1.8696864178342417e-06,True
257,1e+246,X_sweep,trim_target,1.740729500984514,9,6.029667679338661e-08,True
257,1e+249,X_sweep,ideal,1.7547322803731566,9,4.686414775788527e-20,True
257,1e+249,X_sweep,untrimmed,1.7547322803731566,9,1.8954641125927085e-06,True
257,1e+249,X_sweep,trim_target,1.7547322803731566,9,6.092304039191284e-08,True
257,1e+252,X_sweep,ideal,1.462235972392368,9,3.2406721756996476e-19,True
257,1e+252,X_sweep,untrimmed,1.462235972392368,9,1.3832111201631848e-06,True
257,1e+252,X_sweep,trim_target,1.462235972392368,9,4.893531533976199e-08,True
257,1e+255,X_sweep,ideal,1.8441565628698249,9,4.776383596885959e-19,True
257,1e+255,X_sweep,untrimmed,1.8441565628698249,9,2.075204818696054e-06,True
257,1e+255,X_sweep,trim_target,1.8441565628698249,9,6.50380654470554e-08,True
257,1e+258,X_sweep,ideal,1.0343892575658327,9,5.194678360616216e-21,True
257,1e+258,X_sweep,untrimmed,1.0343892575658327,9,9.34209251818994e-07,True
257,1e+258,X_sweep,trim_target,1.0343892575658327,9,3.732246118952366e-08,True
257,1e+261,X_sweep,ideal,1.7027706473937922,9,3.4217169513781335e-19,True
257,1e+261,X_sweep,untrimmed,1.7027706473937922,9,1.7954869872360381e-06,True
257,1e+261,X_sweep,trim_target,1.7027706473937922,9,5.861951225485145e-08,True
257,1e+264,X_sweep,ideal,1.2215207703202577,9,6.194685465816238e-19,True
257,1e+264,X_sweep,untrimmed,1.2215207703202577,9,1.0739069736763857e-06,True
257,1e+264,X_sweep,trim_target,1.2215207703202577,9,4.1290537779879775e-08,True
257,1e+267,X_sweep,ideal,1.411007032531499,9,1.0802370595505214e-19,True
257,1e+267,X_sweep,untrimmed,1.411007032531499,9,1.3068795420853918e-06,True
257,1e+267,X_sweep,trim_target,1.411007032531499,9,4.711274923880106e-08,True
257,1e+270,X_sweep,ideal,1.3575615767757379,9,5.582752777133178e-19,True
257,1e+270,X_sweep,untrimmed,1.3575615767757379,9,1.233705060218034e-06,True
257,1e+270,X_sweep,trim_target,1.3575615767757379,9,4.531712597200614e-08,True
257,1e+273,X_sweep,ideal,1.076911730016536,9,3.7108583965164474e-20,True
257,1e+273,X_sweep,untrimmed,1.076911730016536,9,9.56341441458325e-07,True
257,1e+273,X_sweep,trim_target,1.076911730016536,9,3.803720605513775e-08,True
257,1e+276,X_sweep,ideal,1.465719149890298,9,3.9320333395814707e-19,True
257,1e+276,X_sweep,untrimmed,1.465719149890298,9,1.388538119143178e-06,True
257,1e+276,X_sweep,trim_target,1.465719149890298,9,4.9062604221736305e-08,True
257,1e+279,X_sweep,ideal,1.676400942062625,9,2.944381558529906e-19,True
257,1e+279,X_sweep,untrimmed,1.676400942062625,9,1.7460884883906184e-06,True
257,1e+279,X_sweep,trim_target,1.676400942062625,9,5.747676277484377e-08,True
257,1e+282,X_sweep,ideal,1.596140826315089,9,1.438655930938694e-19,True
257,1e+282,X_sweep,untrimmed,1.596140826315089,9,1.6026468126896444e-06,True
257,1e+282,X_sweep,trim_target,1.596140826315089,9,5.4115229993745236e-08,True
257,1e+285,X_sweep,ideal,1.25227271461993,9,1.6840855996680467e-19,True
257,1e+285,X_sweep,untrimmed,1.25227271461993,9,1.1059706386404752e-06,True
257,1e+285,X_sweep,trim_target,1.25227271461993,9,4.21263159465494e-08,True
257,1e+288,X_sweep,ideal,1.8319488864933604,9,2.2071611351938464e-19,True
257,1e+288,X_sweep,untrimmed,1.8319488864933604,9,2.0520024769153547e-06,True
257,1e+288,X_sweep,trim_target,1.8319488864933604,9,6.446680173553698e-08,True
257,1e+291,X_sweep,ideal,1.478821555642676,9,3.326106134018355e-19,True
257,1e+291,X_sweep,untrimmed,1.478821555642676,9,1.408081371125576e-06,True
257,1e+291,X_sweep,trim_target,1.478821555642676,9,4.954465968008698e-08,True
257,1e+294,X_sweep,ideal,1.5080482844360001,9,4.395606624883286e-19,True
257,1e+294,X_sweep,untrimmed,1.5080482844360001,9,1.4549639973738433e-06,True
257,1e+294,X_sweep,trim_target,1.5080482844360001,9,5.064253433072279e-08,True
257,1e+297,X_sweep,ideal,1.991318978773211,9,5.901845814313075e-19,True
257,1e+297,X_sweep,untrimmed,1.991318978773211,9,2.3900407843755106e-06,True
257,1e+297,X_sweep,trim_target,1.991318978773211,9,7.218359903149907e-08,True
257,1e+300,X_sweep,ideal,1.3924307758307426,9,1.384800024339386e-19,True
257,1e+300,X_sweep,untrimmed,1.3924307758307426,9,1.281155212143301e-06,True
257,1e+300,X_sweep,trim_target,1.3924307758307426,9,4.64763516586142e-08,True
4095,1e-300,X_sweep,ideal,1.3542755101601596,22,4.691639524184743e-20,True
4095,1e-300,X_sweep,untrimmed,1.3542755101601596,22,1.4957596967534165e-07,True
4095,1e-300,X_sweep,trim_target,1.3542755101601596,22,5.734642935944696e-09,True
4095,1e-297,X_sweep,ideal,1.5673878879126621,22,1.5142384237589494e-21,True
4095,1e-297,X_sweep,untrimmed,1.5673878879126621,22,1.7100601457347576e-07,True
4095,1e-297,X_sweep,trim_target,1.5673878879126621,22,6.262802911095998e-09,True
4095,1e-294,X_sweep,ideal,1.793862559786174,22,1.1411374093033604e-21,True
4095,1e-294,X_sweep,untrimmed,1.793862559786174,22,1.9840225024480392e-07,True
4095,1e-294,X_sweep,trim_target,1.793862559786174,22,6.91556167305496e-09,True
4095,1e-291,X_sweep,ideal,1.3280840019256543,22,9.904015615096467e-20,True
4095,1e-291,X_sweep,untrimmed,1.3280840019256543,22,1.473499709171778e-07,True
4095,1e-291,X_sweep,trim_target,1.3280840019256543,22,5.676843672044302e-09,True
4095,1e-288,X_sweep,ideal,1.4851495904558918,22,2.9647919182139538e-21,True
4095,1e-288,X_sweep,untrimmed,1.4851495904558918,22,1.6210763723286685e-07,True
4095,1e-288,X_sweep,trim_target,1.4851495904558918,22,6.0476831429845e-09,True
4095,1e-285,X_sweep,ideal,1.0726861053708379,22,8.350465579328014e-22,True
4095,1e-285,X_sweep,untrimmed,1.0726861053708379,22,1.307537964046572e-07,True
4095,1e-285,X_sweep,trim_target,1.0726861053708379,22,5.217681269728012e-09,True
4095,1e-282,X_sweep,ideal,1.1718718580168843,22,2.4113779725021473e-20,True
4095,1e-282,X_sweep,untrimmed,1.1718718580168843,22,1.358892993697898e-07,True
4095,1e-282,X_sweep,trim_target,1.1718718580168843,22,5.3710847162556776e-09,True
4095,1e-279,X_sweep,ideal,1.2657486947264616,22,1.462351682251705e-20,True
4095,1e-279,X_sweep,untrimmed,1.2657486947264616,22,1.4234489994863238e-07,True
4095,1e-279,X_sweep,trim_target,1.2657486947264616,22,5.546417674955181e-09,True
4095,1e-276,X_sweep,ideal,1.3516312883315498,22,4.687247130212379e-20,True
4095,1e-276,X_sweep,untrimmed,1.3516312883315498,22,1.4934403004960296e-07,True
4095,1e-276,X_sweep,trim_target,1.3516312883315498,22,5.7287270795593945e-09,True
4095,1e-273,X_sweep,ideal,1.4269073622412498,22,5.505200856241946e-20,True
4095,1e-273,X_sweep,untrimmed,1.4269073622412498,22,1.563298417080176e-07,True
4095,1e-273,X_sweep,trim_target,1.4269073622412498,22,5.903685166205589e-09,True
4095,1e-270,X_sweep,ideal,1.4891671254003844,22,2.874452994555183e-20,True
4095,1e-270,X_sweep,untrimmed,1.4891671254003844,22,1.6252289829187472e-07,True
4095,1e-270,X_sweep,trim_target,1.4891671254003844,22,6.057880690629305e-09,True
4095,1e-267,X_sweep,ideal,1.5363298275614452,22,9.043698714890856e-21,True
4095,1e-267,X_sweep,untrimmed,1.5363298275614452,22,1.6758596054358585e-07,True
4095,1e-267,X_sweep,trim_target,1.5363298275614452,22,6.180046517831863e-09,True
4095,1e-264,X_sweep,ideal,1.5667582923532328,22,4.3429920240727935e-20,True
4095,1e-264,X_sweep,untrimmed,1.5667582923532328,22,1.7086682024185665e-07,True
4095,1e-264,X_sweep,trim_target,1.5667582923532328,22,6.261055194858203e-09,True
4095,1e-261,X_sweep,ideal,1.5793527124833382,22,8.973185045678411e-20,True
4095,1e-261,X_sweep,untrimmed,1.5793527124833382,22,1.7234838843788867e-07,True
4095,1e-261,X_sweep,trim_target,1.5793527124833382,22,6.295159583006536e-09,True
4095,1e-258,X_sweep,ideal,1.57361625956154,22,4.480988614778778e-20,True
4095,1e-258,X_sweep,untrimmed,1.57361625956154,22,1.7163280212820866e-07,True
4095,1e-258,X_sweep,trim_target,1.57361625956154,22,6.279560757347373e-09,True
4095,1e-255,X_sweep,ideal,1.549687081591835,22,2.2018841939053478e-21,True
4095,1e-255,X_sweep,untrimmed,1.549687081591835,22,1.6904528519930962e-07,True
4095,1e-255,X_sweep,trim_target,1.549687081591835,22,6.215416620211421e-09,True
4095,1e-252,X_sweep,ideal,1.5083338533623443,22,2.1383547393342863e-20,True
4095,1e-252,X_sweep,untrimmed,1.5083338533623443,22,1.6452733667407398e-07,True
4095,1e-252,X_sweep,trim_target,1.5083338533623443,22,6.106979304712644e-09,True
4095,1e-249,X_sweep,ideal,1.4509149550928813,22,4.837567929584469e-20,True
4095,1e-249,X_sweep,untrimmed,1.4509149550928813,22,1.5868801496366435e-07,True
4095,1e-249,X_sweep,trim_target,1.4509149550928813,22,5.962182735007836e-09,True
4095,1e-246,X_sweep,ideal,1.379304286123872,22,4.785971542874835e-20,True
4095,1e-246,X_sweep,untrimmed,1.379304286123872,22,1.5181522592775398e-07,True
4095,1e-246,X_sweep,trim_target,1.379304286123872,22,5.791482864657354e-09,True
4095,1e-243,X_sweep,ideal,1.2957893701864112,22,7.792312991970562e-21,True
4095,1e-243,X_sweep,untrimmed,1.2957893701864112,22,1.4468901084381845e-07,True
4095,1e-243,X_sweep,trim_target,1.2957893701864112,22,5.607967265534148e-09,True
4095,1e-240,X_sweep,ideal,1.2029495057588289,22,2.9079339094836646e-20,True
4095,1e-240,X_sweep,untrimmed,1.2029495057588289,22,1.3786239645068585e-07,True
4095,1e-240,X_sweep,trim_target,1.2029495057588289,22,5.426117007593919e-09,True
4095,1e-237,X_sweep,ideal,1.103523053861517,22,3.854229353878633e-20,True
4095,1e-237,X_sweep,untrimmed,1.103523053861517,22,1.3215574447545445e-07,True
4095,1e-237,X_sweep,trim_target,1.103523053861517,22,5.261535950269684e-09,True
4095,1e-234,X_sweep,ideal,1.0002734215715967,22,4.900196112109306e-20,True
4095,1e-234,X_sweep,untrimmed,1.0002734215715967,22,1.2824458690353145e-07,True
4095,1e-234,X_sweep,trim_target,1.0002734215715967,22,5.129861901266081e-09,True
4095,1e-231,X_sweep,ideal,1.389590938277853,22,5.141114940975322e-20,True
4095,1e-231,X_sweep,untrimmed,1.389590938277853,22,1.5279742922890248e-07,True
4095,1e-231,X_sweep,trim_target,1.389590938277853,22,5.815311199566692e-09,True
4095,1e-228,X_sweep,ideal,1.910105726050595,22,1.2277580001116972e-20,True
4095,1e-228,X_sweep,untrimmed,1.910105726050595,22,2.1401464308234595e-07,True
4095,1e-228,X_sweep,trim_target,1.910105726050595,22,7.279731274331397e-09,True
4095,1e-225,X_sweep,ideal,1.672455964577056,22,8.781284608518224e-21,True
4095,1e-225,X_sweep,untrimmed,1.672455964577056,22,1.8323969184738328e-07,True
4095,1e-225,X_sweep,trim_target,1.672455964577056,22,6.555472348222605e-09,True
4095,1e-222,X_sweep,ideal,1.4467242057661198,22,1.893774479422598e-21,True
4095,1e-222,X_sweep,untrimmed,1.4467242057661198,22,1.5822394109414657e-07,True
4095,1e-222,X_sweep,trim_target,1.4467242057661198,22,5.9518424556609e-09,True
4095,1e-219,X_sweep,ideal,1.2363242956797336,22,3.68039414421185e-20,True
4095,1e-219,X_sweep,untrimmed,1.2363242956797336,22,1.4017741808861178e-07,True
4095,1e-219,X_sweep,trim_target,1.2363242956797336,22,5.488601608716241e-09,True
4095,1e-216,X_sweep,ideal,1.0437017082794187,22,5.324626011725658e-20,True
4095,1e-216,X_sweep,untrimmed,1.0437017082794187,22,1.2960685636341338e-07,True
4095,1e-216,X_sweep,trim_target,1.0437017082794187,22,5.1798718776168355e-09,True
4095,1e-213,X_sweep,ideal,1.356080314990712,22,3.3265099538349226e-20,True
4095,1e-213,X_sweep,untrimmed,1.356080314990712,22,1.4976963790998706e-07,True
4095,1e-213,X_sweep,trim_target,1.356080314990712,22,5.738720863790166e-09,True
4095,1e-210,X_sweep,ideal,1.74302069108892,22,1.031940319569003e-20,True
4095,1e-210,X_sweep,untrimmed,1.74302069108892,22,1.9187497256238127e-07,True
4095,1e-210,X_sweep,trim_target,1.74302069108892,22,6.76206589530335e-09,True
4095,1e-207,X_sweep,ideal,1.4203610819034975,22,5.213140856382334e-21,True
4095,1e-207,X_sweep,untrimmed,1.4203610819034975,22,1.5569828521884737e-07,True
4095,1e-207,X_sweep,trim_target,1.4203610819034975,22,5.887954135106783e-09,True
4095,1e-204,X_sweep,ideal,1.1431958509940945,22,1.5594068167366168e-20,True
4095,1e-204,X_sweep,untrimmed,1.1431958509940945,22,1.3421529780100452e-07,True
4095,1e-204,X_sweep,trim_target,1.1431958509940945,22,5.323130215699759e-09,True
4095,1e-201,X_sweep,ideal,1.420159886707828,22,4.7992776654169397e-20,True
4095,1e-201,X_sweep,untrimmed,1.420159886707828,22,1.5567895368929018e-07,True
4095,1e-201,X_sweep,trim_target,1.420159886707828,22,5.887472166956651e-09,True
4095,1e-198,X_sweep,ideal,1.7450115983868666,22,4.067667945810843e-20,True
4095,1e-198,X_sweep,untrimmed,1.7450115983868666,22,1.921269070174126e-07,True
4095,1e-198,X_sweep,trim_target,1.7450115983868666,22,6.768006206058488e-09,True
4095,1e-195,X_sweep,ideal,1.3550778667839611,22,1.1414782871360444e-20,True
4095,1e-195,X_sweep,untrimmed,1.3550778667839611,22,1.496812419905656e-07,True
4095,1e-195,X_sweep,trim_target,1.3550778667839611,22,5.7364715365614e-09,True
4095,1e-192,X_sweep,ideal,1.0391606574328225,22,5.719367507632928e-20,True
4095,1e-192,X_sweep,untrimmed,1.0391606574328225,22,1.29444704703657e-07,True
4095,1e-192,X_sweep,trim_target,1.0391606574328225,22,5.1742624730072824e-09,True
4095,1e-189,X_sweep,ideal,1.9334264868477808,22,3.371828851912624e-20,True
4095,1e-189,X_sweep,untrimmed,1.9334264868477808,22,2.1742160185330386e-07,True
4095,1e-189,X_sweep,trim_target,1.9334264868477808,22,7.354966536501211e-09,True
4095,1e-186,X_sweep,ideal,1.44803965811894,22,6.700394222581913e-20,True
4095,1e-186,X_sweep,untrimmed,1.44803965811894,22,1.5835421013661057e-07,True
4095,1e-186,X_sweep,trim_target,1.44803965811894,22,5.955071819477206e-09,True
4095,1e-183,X_sweep,ideal,1.0708546375184682,22,2.5409689697311368e-20,True
4095,1e-183,X_sweep,untrimmed,1.0708546375184682,22,1.3067655125131347e-07,True
4095,1e-183,X_sweep,trim_target,1.0708546375184682,22,5.215192631897638e-09,True
4095,1e-180,X_sweep,ideal,1.929890273394257,22,5.683724117705738e-20,True
4095,1e-180,X_sweep,untrimmed,1.929890273394257,22,2.1676096899999805e-07,True
4095,1e-180,X_sweep,trim_target,1.929890273394257,22,7.343423187887888e-09,True
4095,1e-177,X_sweep,ideal,1.3935182901420329,22,7.40917837680156e-21,True
4095,1e-177,X_sweep,untrimmed,1.3935182901420329,22,1.5316136426148834e-07,True
4095,1e-177,X_sweep,trim_target,1.3935182901420329,22,5.824461785430657e-09,True
4095,1e-174,X_sweep,ideal,1.563087611301344,22,2.1939133054369736e-20,True
4095,1e-174,X_sweep,untrimmed,1.563087611301344,22,1.7045867449230882e-07,True
4095,1e-174,X_sweep,trim_target,1.563087611301344,22,6.251185600369455e-09,True
4095,1e-171,X_sweep,ideal,1.7336126295830527,22,4.951280805101591e-20,True
4095,1e-171,X_sweep,untrimmed,1.7336126295830527,22,1.9079564324368274e-07,True
4095,1e-171,X_sweep,trim_target,1.7336126295830527,22,6.734149529983567e-09,True
4095,1e-168,X_sweep,ideal,1.2064167076226895,22,2.1938494350790407e-20,True
4095,1e-168,X_sweep,untrimmed,1.2064167076226895,22,1.380924120349716e-07,True
4095,1e-168,X_sweep,trim_target,1.2064167076226895,22,5.432447167891526e-09,True
4095,1e-165,X_sweep,ideal,1.3070243505803827,22,3.2320891007993604e-20,True
4095,1e-165,X_sweep,untrimmed,1.3070243505803827,22,1.4559851451596564e-07,True
4095,1e-165,X_sweep,trim_target,1.3070243505803827,22,5.631617110208477e-09,True
4095,1e-162,X_sweep,ideal,1.399967036383828,22,5.466564516854994e-20,True
4095,1e-162,X_sweep,untrimmed,1.399967036383828,22,1.5372222953852382e-07,True
4095,1e-162,X_sweep,trim_target,1.399967036383828,22,5.839530597619375e-09,True
4095,1e-159,X_sweep,ideal,1.4824606259930002,22,1.465918725483857e-21,True
4095,1e-159,X_sweep,untrimmed,1.4824606259930002,22,1.6188419091478123e-07,True
4095,1e-159,X_sweep,trim_target,1.4824606259930002,22,6.040918869926695e-09,True
4095,1e-156,X_sweep,ideal,1.5518977335760291,22,9.403315395306774e-20,True
4095,1e-156,X_sweep,untrimmed,1.5518977335760291,22,1.6922245903217082e-07,True
4095,1e-156,X_sweep,trim_target,1.5518977335760291,22,6.221252343538054e-09,True
4095,1e-153,X_sweep,ideal,1.015206648746143,22,2.2034842609661698e-20,True
4095,1e-153,X_sweep,untrimmed,1.015206648746143,22,1.2866973994461824e-07,True
4095,1e-153,X_sweep,trim_target,1.015206648746143,22,5.146135047122949e-09,True
4095,1e-150,X_sweep,ideal,1.6428565925211804,22,8.146457977425974e-20,True
4095,1e-150,X_sweep,untrimmed,1.6428565925211804,22,1.7960910687507277e-07,True
4095,1e-150,X_sweep,trim_target,1.6428565925211804,22,6.471063284778863e-09,True
4095,1e-147,X_sweep,ideal,1.0484907664716026,22,1.4883219373683656e-21,True
4095,1e-147,X_sweep,untrimmed,1.0484907664716026,22,1.2978965322314084e-07,True
4095,1e-147,X_sweep,trim_target,1.0484907664716026,22,5.185889829999684e-09,True
4095,1e-144,X_sweep,ideal,1.6603229535898827,22,1.2273178216137692e-20,True
4095,1e-144,X_sweep,untrimmed,1.6603229535898827,22,1.8168827068685995e-07,True
4095,1e-144,X_sweep,trim_target,1.6603229535898827,22,6.520660204783377e-09,True
4095,1e-141,X_sweep,ideal,1.0336145633739837,22,1.1898454910524037e-20,True
4095,1e-141,X_sweep,untrimmed,1.0336145633739837,22,1.2925882367438262e-07,True
4095,1e-141,X_sweep,trim_target,1.0336145633739837,22,5.167537608172583e-09,True
4095,1e-138,X_sweep,ideal,1.6014212067924833,22,3.376863549361272e-20,True
4095,1e-138,X_sweep,untrimmed,1.6014212067924833,22,1.7478356627362984e-07,True
4095,1e-138,X_sweep,trim_target,1.6014212067924833,22,6.3554578031762445e-09,True
4095,1e-135,X_sweep,ideal,1.545304767937256,22,1.3118148424135732e-20,True
4095,1e-135,X_sweep,untrimmed,1.545304767937256,22,1.685645629942738e-07,True
4095,1e-135,X_sweep,trim_target,1.545304767937256,22,6.2037750640965505e-09,True
