time,state,q,residual,candidate,denominator,target,stagepeak
2.000000000000000125e-09,-8.333333333330556249e-10,4.989752038315121817e-08,1.486625036393599997e+00,-7.764768442457864635e-04,2.501832068780900364e+00,-3.890148989671467494e-01,3.130624260981408261e-05
1.091899663229907849e-07,-4.999992360301540406e-09,2.585437896287216259e-06,1.486629988783811029e+00,-4.023952268357378070e-02,2.501837175933305346e+00,-3.890155591339613528e-01,3.431172652963407918e-05
4.384512209126845027e-07,-4.999999999990002800e-09,8.872126284026456429e-06,1.486644895767802010e+00,-1.380911525498222381e-01,2.501852548760545858e+00,-3.890188752792651528e-01,4.344072210999642953e-05
1.204478302301983264e-06,-4.999999999990020171e-09,1.749928023144322044e-05,1.486678097064306314e+00,-2.723886739836567927e-01,2.501886787597566109e+00,-3.890315701015751304e-01,6.413771986285661997e-05
2.416833650281271877e-06,-4.999999999990059048e-09,2.276290541099671227e-05,1.486727141419331932e+00,-3.543552337716009970e-01,2.501937364588685764e+00,-3.890577109225495378e-01,9.468071253569781108e-05
4.418427327225637339e-06,-4.999999999990133494e-09,2.468971744929118303e-05,1.486794386387104483e+00,-3.844010696472299760e-01,2.502006710961701241e+00,-3.890987765357825645e-01,1.325430452631536527e-04
7.526157747373332500e-06,-4.999999999990253435e-09,2.497667370229440724e-05,1.486848811108211876e+00,-3.889165126132915762e-01,2.502062836455343664e+00,-3.891332682844417246e-01,1.566710659102331545e-04
1.000623821871115907e-05,-5.542779885615512504e-09,2.498889470869204414e-05,1.486861688847201712e+00,-3.891211110078348079e-01,2.502076116623676683e+00,-3.891414843426533321e-01,1.609653751377557401e-04
1.124117181829526308e-05,-6.230095795612787854e-07,2.472676592442839009e-05,1.486863896443107347e+00,-3.891363159703559726e-01,2.502078393206954576e+00,-3.891431538010823310e-01,1.615812255628505125e-04
1.522900337552114324e-05,-2.616925356236353490e-06,2.287575520602603518e-05,1.486865222629371264e+00,-3.891452327083833040e-01,2.502079760836539268e+00,-3.891458296506087322e-01,1.615075295352767901e-04
1.922900337552117101e-05,-4.616925351896277703e-06,2.087876098003347582e-05,1.486863248368443413e+00,-3.891464213056379240e-01,2.502077724879956833e+00,-3.891465409291703925e-01,1.598861843076162679e-04
2.322900337552120047e-05,-6.616925345156231046e-06,1.887920796382328955e-05,1.486860403606784509e+00,-3.891466678755213238e-01,2.502074791219496497e+00,-3.891466985364856468e-01,1.579226171863378815e-04
2.722900337552122994e-05,-8.616925336016227494e-06,1.687960874216598106e-05,1.486857443238496002e+00,-3.891467620535545291e-01,2.502071738339699092e+00,-3.891467823196052556e-01,1.559264521774654988e-04
3.122900337552124585e-05,-1.061692532447627721e-05,1.488000868846571821e-05,1.486854473802993182e+00,-3.891468408423076064e-01,2.502068676109336920e+00,-3.891468603057390840e-01,1.539283477469717966e-04
3.522900337552120755e-05,-1.261692531053637935e-05,1.288040862209618366e-05,1.486851503857400170e+00,-3.891469185453350632e-01,2.502065613352943974e+00,-3.891469379615594137e-01,1.519301586969929016e-04
3.922900337552116926e-05,-1.461692529419653053e-05,1.088080855785399777e-05,1.486848533893788904e+00,-3.891469961876928285e-01,2.502062550577969890e+00,-3.891470156014563697e-01,1.499319701274801780e-04
4.322900337552113096e-05,-1.661692527545676631e-05,8.881208496006336753e-06,1.486845563934988901e+00,-3.891470738265321305e-01,2.502059487807957172e+00,-3.891470932400163396e-01,1.479337853168034703e-04
