time,state,q,residual,candidate,denominator,target,stagepeak
2.000000000000000125e-09,-2.588256080458539389e-29,-5.166076686011232260e-32,1.486624943500000073e+00,-7.764768241381309055e-04,2.501831972984374985e+00,-3.890148888932112858e-01,2.588256080458539389e-29
1.476592504774553390e-07,-3.539245410453463635e-25,-1.611069131633701590e-26,1.486624943500000073e+00,-5.340227898180230359e-02,2.501831972984374985e+00,-3.890148888932112858e-01,3.539245410453463635e-25
4.997490395735204695e-07,-3.989270915500860020e-24,-6.006332023587449144e-25,1.486624943500000073e+00,-1.530108383567422292e-01,2.501831972984374985e+00,-3.890148888932112858e-01,3.989270915500860020e-24
1.302511699747962072e-06,-2.205983739780265088e-23,-7.647068916224374972e-24,1.486624943500000073e+00,-2.832759909453019254e-01,2.501831972984374985e+00,-3.890148888932112858e-01,2.205983739780265088e-23
2.575661880259844258e-06,-6.389525873980452632e-23,-3.565501328812668726e-23,1.486624943500000073e+00,-3.594269518042067513e-01,2.501831972984374985e+00,-3.890148888932112858e-01,6.389525873980452632e-23
4.902264337934845880e-06,-1.517057733940558711e-22,-1.145207704639778883e-22,1.486624943500000073e+00,-3.861350228276925756e-01,2.501831972984374985e+00,-3.890148888932112858e-01,1.517057733940558711e-22
8.865022017100660938e-06,-3.055775097620231713e-22,-2.667293133848328655e-22,1.486624943500000073e+00,-3.889608518618354882e-01,2.501831972984374985e+00,-3.890148888932112858e-01,3.055775097620231713e-22
1.005797226562500673e-05,-2.191570399631936436e-21,-3.604010901647552486e-22,1.486624943500000073e+00,-3.889985548814918759e-01,2.501831972984374985e+00,-3.890148888932112858e-01,2.191570399631936436e-21
1.379642226562505731e-05,-1.611073484675105876e-19,-1.159104826493082267e-19,1.486624943500000073e+00,-3.890145049587798165e-01,2.501831972984374985e+00,-3.890148888932112858e-01,1.611073484675105876e-19
1.779642226562507491e-05,-3.913484941128698776e-19,-3.299094476190836877e-19,1.486624943500000073e+00,-3.890148819510836908e-01,2.501831972984374985e+00,-3.890148888932112858e-01,3.913484941128698776e-19
