time,state,q,residual,candidate,denominator,target,stagepeak
2.000000000000000125e-09,-1.639512907290928212e-29,-3.272415535200684931e-32,1.281046378899999949e+00,-4.918538721876389470e-04,2.281046659946379229e+00,-2.464187899660119918e-01,1.639512907290928212e-29
1.476592504781053574e-07,-2.241910518967624163e-25,-1.020520595249449070e-26,1.281046378899999949e+00,-3.382730415696054427e-02,2.281046659946379229e+00,-2.464187899660119918e-01,2.241910518967624163e-25
4.997490395735741502e-07,-2.526976061613874663e-24,-3.804669465474551155e-25,1.281046378899999949e+00,-9.692365695007366944e-02,2.281046659946379229e+00,-2.464187899660119918e-01,2.526976061613874663e-24
1.302511699747942802e-06,-1.397365137843247796e-23,-4.843982898659518202e-24,1.281046378899999949e+00,-1.794392166165287572e-01,2.281046659946379229e+00,-2.464187899660119918e-01,1.397365137843247796e-23
2.575661880259678663e-06,-4.047400958873991666e-23,-2.258542148779550521e-23,1.281046378899999949e+00,-2.276765159214172995e-01,2.281046659946379229e+00,-2.464187899660119918e-01,4.047400958873991666e-23
4.902264337935230433e-06,-9.609697257856633608e-23,-7.254238973732208932e-23,1.281046378899999949e+00,-2.445945587311922909e-01,2.281046659946379229e+00,-2.464187899660119918e-01,9.609697257856633608e-23
8.865022017099852869e-06,-1.935659594176816049e-22,-1.689578381941849202e-22,1.281046378899999949e+00,-2.463845605823427598e-01,2.281046659946379229e+00,-2.464187899660119918e-01,1.935659594176816049e-22
1.005797226562500673e-05,-1.388235107245159232e-21,-2.282935771263235658e-22,1.281046378899999949e+00,-2.464084432992951490e-01,2.281046659946379229e+00,-2.464187899660119918e-01,1.388235107245159232e-21
1.379642226562505731e-05,-1.020523352639454800e-19,-7.342269330637271945e-20,1.281046378899999949e+00,-2.464185467654025352e-01,2.281046659946379229e+00,-2.464187899660119918e-01,1.020523352639454800e-19
1.779642226562507491e-05,-2.478969960473330062e-19,-2.089788571125011085e-19,1.281046378899999949e+00,-2.464187855685693596e-01,2.281046659946379229e+00,-2.464187899660119918e-01,2.478969960473330062e-19
2.179642226562510438e-05,-4.331686605488938191e-19,-3.843857737444009347e-19,1.281046378899999949e+00,-2.464187898841234958e-01,2.281046659946379229e+00,-2.464187899660119918e-01,4.331686605488938191e-19
