time,state,q,residual,candidate,denominator,target,stagepeak,stored,stored_read,candidate_current_A,transfer_current_A
1.000000000000000021e-08,7.867944743978296808e-12,7.272636837102909474e-08,1.281046390072515528e+00,-1.999999999999800061e-04,2.281046674850909728e+00,-2.464229744220904073e-01,7.345523203484354416e-06,-6.060238773403394354e-17,-3.004750278163791038e-07,-2.000000000000000042e-03,-3.004750278164091734e-06
1.037943352697332154e-08,8.166473477061069154e-12,7.548528593114930653e-08,1.281046390056298945e+00,-2.075886705391382714e-04,2.281046674834692922e+00,-2.464229713794431897e-01,7.345309400348632840e-06,-6.294551546972722476e-17,-3.118738928572473533e-07,-1.999999999918892612e-03,-3.003610394232396340e-06
2.252130639011959429e-08,1.771151839900601681e-11,1.631776329500143351e-07,1.281046389541150576e+00,-4.504261277920553396e-04,2.281046674319544110e+00,-2.464228746106530976e-01,7.338467692129418408e-06,-1.839916948437192329e-16,-6.743640449134433646e-07,-1.999999999916904185e-03,-2.967361460071852236e-06
9.649201239163770565e-08,7.553314899703814910e-11,6.732734921987162135e-07,1.281046386558773120e+00,-1.929840247755305578e-03,2.281046671337163101e+00,-2.464223093392228781e-01,7.296786315248132135e-06,-2.851557058619714564e-15,-2.790163712482294694e-06,-1.999999999903694699e-03,-2.755781928146318195e-06
1.920493834435318235e-07,1.493994103316290679e-10,1.274396442359850765e-06,1.281046383088368490e+00,-3.840987668689021389e-03,2.281046667866756028e+00,-2.464216372328588978e-01,7.242940348815236147e-06,-1.120628017367493960e-14,-5.301685900427121961e-06,-1.999999999883435298e-03,-2.504630145078296442e-06
2.993368176988215840e-07,2.312324297008135607e-10,1.878441941901025876e-06,1.281046379672803326e+00,-5.986736353650038388e-03,2.281046664451186867e+00,-2.464209538600735105e-01,7.182483466060097203e-06,-2.718093769319479584e-14,-7.849803152651809005e-06,-1.999999999855549618e-03,-2.249818781565078850e-06
4.165045162809692204e-07,3.192900867754587161e-10,2.461125401292450151e-06,1.281046376473663262e+00,-8.330090325093854678e-03,2.281046661252043251e+00,-2.464202849521250349e-01,7.116457704519310244e-06,-5.259560396994191995e-14,-1.033739995550416868e-05,-1.999999999817426901e-03,-2.001059384864749742e-06
5.458862001041564183e-07,4.149609590582055707e-10,3.021539586841975760e-06,1.281046373514011183e+00,-1.091772400127551806e-02,2.281046658292388507e+00,-2.464196297655575629e-01,7.043547611925992942e-06,-9.032535712773050382e-14,-1.276604227568416839e-05,-1.999999999763555063e-03,-1.758195371228769409e-06
6.907134091703987301e-07,5.201363020509767349e-10,3.558126251385449024e-06,1.281046370814584057e+00,-1.381426818218522284e-02,2.281046655592958494e+00,-2.464189875642746608e-01,6.961931629330480556e-06,-1.445927561113379868e-13,-1.513674061212148633e-05,-1.999999999684214016e-03,-1.521125702449498775e-06
8.559109145954007662e-07,6.376802268212828437e-10,4.069078017751727253e-06,1.281046368384690437e+00,-1.711821829004145715e-02,2.281046653163062654e+00,-2.464183566420017346e-01,6.868833736811054983e-06,-2.220118458890745583e-13,-1.745321052294610179e-05,-1.999999999560797548e-03,-1.289478833576537719e-06
1.000259562996963957e-06,7.383159071459824230e-10,4.439729660370904342e-06,1.281046366706235506e+00,-2.000519125731068867e-02,2.281046651484606169e+00,-2.464178815027102953e-01,6.787483249517317254e-06,-3.031995820797715308e-13,-1.918662564466747095e-05,-1.999999999412416674e-03,-1.116137391635800929e-06
1.016352468808726171e-06,7.494172769962934364e-10,4.477122040621560605e-06,1.281046366540132597e+00,-2.032704937344658250e-02,2.281046651318502594e+00,-2.464178324775420093e-01,6.778413661402311512e-06,-3.130332732140710156e-13,-1.936480761031121340e-05,-1.999999999393259689e-03,-1.098319201534271555e-06
1.201033178664495113e-06,8.751451483599951427e-10,4.856041418350821427e-06,1.281046364868271503e+00,-2.402066356916850165e-02,2.281046649646639946e+00,-2.464173202414776664e-01,6.674330229968602564e-06,-4.371191938622250421e-13,-2.121714566917284731e-05,-1.999999999125469993e-03,-9.130854554361265272e-07
1.440973681309748915e-06,1.033990219364146482e-09,5.228792207142965632e-06,1.281046363137260835e+00,-2.881947361931588153e-02,2.281046647915627723e+00,-2.464167746223188404e-01,6.539098658521680603e-06,-6.292058715846332929e-13,-2.316532009695522785e-05,-1.999999998587771635e-03,-7.182680642432730014e-07
1.707524849442682493e-06,1.204663516878037168e-09,5.516859509929302758e-06,1.281046361443971771e+00,-3.415049697691615455e-02,2.281046646222336438e+00,-2.464162946911822860e-01,6.388863403863177665e-06,-8.835043871144835797e-13,-2.484629508513033072e-05,-1.999999997595836368e-03,-5.501706077499074254e-07
2.009737868352465382e-06,1.391058310343371845e-09,5.720764490008964226e-06,1.281046359430319637e+00,-4.019475734501652686e-02,2.281046644208682750e+00,-2.464158731807702951e-01,6.218521077109284147e-06,-1.223909570880137839e-12,-2.628162305497772257e-05,-1.999999995607478105e-03,-4.066378530148055412e-07
2.360778605380877380e-06,1.598454405820947470e-09,5.836886728870419632e-06,1.281046356603994685e+00,-4.721557206306863791e-02,2.281046641382355133e+00,-2.464155039205181419e-01,6.020647897909765058e-06,-1.688799372379233200e-12,-2.748586916847255512e-05,-1.999999991157904149e-03,-2.862132917639635197e-07
2.764659108137685922e-06,1.825499723524128705e-09,5.857303381678429453e-06,1.281046352460725402e+00,-5.529318206288341697e-02,2.281046637239081409e+00,-2.464151915773196977e-01,5.903019827185983119e-06,-2.316053586562915501e-12,-2.843730964610074449e-05,-1.999999980228787597e-03,-1.910693080774534677e-07
