time,state,q,residual,candidate,denominator,target,stagepeak,stored,stored_read,candidate_current_A,transfer_current_A
1.000000000000000021e-08,3.026132537802904010e-12,1.893982368908456227e-08,1.216000020437798756e+00,-1.999999999999810089e-04,2.288000022959917779e+00,-1.888132558491197877e-01,1.912963860209656667e-06,-6.060238773403464611e-17,-3.007576963501207590e-07,-2.000000000000000042e-03,-3.007576963501508922e-06
1.037915931155126391e-08,3.140868302059525793e-12,1.965780963316846547e-08,1.216000020435499263e+00,-2.075831861333556712e-04,2.288000022956851787e+00,-1.888132553796454671e-01,1.912970088069564339e-06,-6.294379056075171767e-17,-3.121590406371404286e-07,-1.999999974235620696e-03,-3.006436831650600937e-06
2.251225728119175018e-08,6.809388422701530264e-12,4.249147423823633984e-08,1.216000020423737116e+00,-4.502451423619360923e-04,2.288000022941169220e+00,-1.888132405366594879e-01,1.913169376561538836e-06,-1.838682126709730971e-16,-6.747296702840663970e-07,-1.999999973604781999e-03,-2.970179849902095191e-06
9.645607215714099326e-08,2.904045578893893967e-11,1.758681941106929779e-07,1.216000022932018698e+00,-1.929121418850447819e-03,2.288000026285544219e+00,-1.888131574657747058e-01,1.914383791744983273e-06,-2.849455761313775197e-15,-2.791797105141591806e-06,-1.999999969411800100e-03,-2.758473542346109826e-06
1.930394113872088771e-07,5.775377881031592252e-11,3.359971174371982943e-07,1.216000032774889439e+00,-3.860788170860821131e-03,2.288000039409372466e+00,-1.888130671760510915e-01,1.915969702492913831e-06,-1.132180292374257993e-14,-5.331483682421149442e-06,-1.999999962905456025e-03,-2.504505325781196524e-06
3.124952692311599663e-07,9.276520576922589389e-11,5.140045557286267174e-07,1.216000054818652698e+00,-6.249905277682030191e-03,2.288000068801056219e+00,-1.888129818270409821e-01,1.917930681131379579e-06,-2.962041451563701112e-14,-8.151604563421319851e-06,-1.999999952913921950e-03,-2.222493633903129386e-06
4.526141652825940093e-07,1.331367030311289860e-10,6.977066340409050585e-07,1.216000093586341091e+00,-9.052283122547346780e-03,2.288000120491306522e+00,-1.888129150967664260e-01,1.920230166478315062e-06,-6.210519947204992251e-14,-1.105758490337589013e-05,-1.999999937709497425e-03,-1.931895916903726652e-06
6.134308561391940254e-07,1.785624522262903481e-10,8.795033781704060673e-07,1.216000153355443869e+00,-1.226861682149384299e-02,2.288000200183442079e+00,-1.888128773940952465e-01,1.922868413027088881e-06,-1.140529083382429172e-13,-1.392768148437096468e-05,-1.999999914120864641e-03,-1.644886493668158162e-06
7.952121344460439471e-07,2.287644967096028898e-10,1.053164677653535484e-06,1.216000237465664435e+00,-1.590424219931136501e-02,2.288000312330401353e+00,-1.888128772531907362e-01,1.925849444203895704e-06,-1.916436350856210314e-13,-1.666202690543978074e-05,-1.999999876537522821e-03,-1.371452114880086563e-06
9.782915299391288229e-07,2.781243577964459604e-10,1.199397521446737578e-06,1.216000336216977784e+00,-1.956582983608229354e-02,2.288000443998816635e+00,-1.888129147038085098e-01,1.928850562283384922e-06,-2.900291776144277724e-13,-1.895669861806524947e-05,-1.999999821616522781e-03,-1.141985043495185085e-06
1.014190230594989921e-06,2.876641083959787374e-10,1.225121169561922458e-06,1.216000356910137192e+00,-2.028380378276866541e-02,2.288000471589695994e+00,-1.888129258276842193e-01,1.929438890702809859e-06,-3.117031362746325618e-13,-1.935939012581527107e-05,-1.999999808184390639e-03,-1.101715907396552633e-06
1.196537753602108653e-06,3.354309125535219771e-10,1.342749488642132526e-06,1.216000467176428179e+00,-2.393075382147415511e-02,2.288000618611414794e+00,-1.888129984852312815e-01,1.932426615589589568e-06,-4.338535372211643389e-13,-2.119606629546955318e-05,-1.999999724861941004e-03,-9.180483500358215414e-07
1.448796441159520984e-06,3.996477891763909868e-10,1.474660201271721379e-06,1.216000629413384715e+00,-2.897592666966045810e-02,2.288000834927354177e+00,-1.888131352835964449e-01,1.936557955985164398e-06,-6.360559764891470608e-13,-2.324329618202682193e-05,-1.999999544886485892e-03,-7.133254156621801693e-07
1.729766351367915281e-06,4.687056834728923823e-10,1.588338942332248165e-06,1.216000815231326415e+00,-3.459532315694720944e-02,2.288001082684605336e+00,-1.888133227139909831e-01,1.941157043019374892e-06,-9.066700059083428188e-13,-2.499097911737893676e-05,-1.999999202563478278e-03,-5.385571662848361793e-07
2.046587657185031418e-06,5.435697531910486033e-10,1.684818973586667779e-06,1.216001021711371033e+00,-4.093174574540679039e-02,2.288001357991327644e+00,-1.888135614398628592e-01,1.946339961462469733e-06,-1.269202347963794784e-12,-2.645378992821478784e-05,-1.999998500009085144e-03,-3.922761293688181593e-07
2.404960475538610608e-06,6.245702223954196107e-10,1.764441729049900472e-06,1.216001241905717567e+00,-4.809919424992423198e-02,2.288001651583785545e+00,-1.888138489155669342e-01,1.952198943321176472e-06,-1.752601372323814860e-12,-2.763569926549082313e-05,-1.999996935118091880e-03,-2.740852472539867516e-07
2.815539909099162371e-06,7.127897874995272776e-10,1.828776607593801140e-06,1.216001468518912221e+00,-5.631076340166266819e-02,2.288001953734707161e+00,-1.888141838592080068e-01,1.958906861357376122e-06,-2.402085983921312558e-12,-2.855905990281082599e-05,-1.999993055880445927e-03,-1.817492496662013376e-07
3.292398173873801793e-06,8.094369063724123856e-10,1.879608333333666629e-06,1.216001692203203088e+00,-6.584787285897816811e-02,2.288002251980423729e+00,-1.888145650672297393e-01,1.966691807477409137e-06,-3.284644001494799290e-12,-2.924879029782301794e-05,-1.999981732361045140e-03,-1.127762987887927609e-07
3.858160450298997618e-06,9.164993947828822352e-10,1.919275128482204395e-06,1.216001903207683421e+00,-7.716292569866330109e-02,2.288002533319726695e+00,-1.888149951355255762e-01,1.975920550643320899e-06,-4.510480833189741220e-12,-2.973645683601863085e-05,-1.999943367455158435e-03,-6.400976765111959060e-08
4.549249403624960556e-06,1.036901483887851225e-09,1.950499415969301622e-06,1.216002091550854036e+00,-9.098385432309771814e-02,2.288002784443950333e+00,-1.888154835866025505e-01,1.987183250196692718e-06,-6.271048495154001927e-12,-3.005620449206678187e-05,-1.999774440134831095e-03,-3.203517812295039826e-08
5.431364868365288287e-06,1.175487632467459119e-09,1.976608082699669695e-06,1.216002248630524640e+00,-1.086206492917282385e-01,2.288002993883508029e+00,-1.888160562659935982e-01,2.009073748912866909e-06,-8.938697750720886069e-12,-3.024427141898611632e-05,-1.998684548404035862e-03,-1.322875219964604872e-08
6.638750291899139941e-06,1.340870764364640647e-09,2.002058980533206527e-06,1.216002369466617772e+00,-1.327002260384241850e-01,2.288003154998297095e+00,-1.888167778011507481e-01,2.034529750099785021e-06,-1.335352230319433439e-11,-3.033725054451270249e-05,-1.985433183643689221e-03,-3.931281131545467409e-09
7.510918333395863244e-06,1.444985842161639940e-09,2.017666596471888965e-06,1.216002419604399920e+00,-1.498053769969884264e-01,2.288003221848672109e+00,-1.888172732265552545e-01,2.050140495747236064e-06,-1.708766313106382530e-11,-3.036016976909438933e-05,-1.920731261048369510e-03,-1.639732089083815464e-09
8.146178104426780319e-06,1.513631975018976022e-09,2.028466742146832730e-06,1.216002445683866950e+00,-1.615604728890752129e-01,2.288003256621294224e+00,-1.888176266344185616e-01,2.060942807163106777e-06,-2.008603805343543375e-11,-3.036788807500978690e-05,-1.754108425379516433e-03,-8.682013363375500289e-10
8.728648864503995582e-06,1.571719050843097154e-09,2.038161804261678720e-06,1.216002464948487960e+00,-1.709101536628269136e-01,2.288003282307455422e+00,-1.888179473179585899e-01,2.070639813450862113e-06,-2.302270515705081745e-11,-3.037172494683797368e-05,-1.428091222505254278e-03,-4.848078215025645993e-10
9.434715947363239911e-06,1.636409929539396301e-09,2.049770853962506290e-06,1.216002484591776067e+00,-1.791329806402179869e-01,2.288003308498505195e+00,-1.888183333484379223e-01,2.082251191182124822e-06,-2.677366227778705274e-11,-3.037418420142538783e-05,-8.993098185321790400e-04,-2.392574601004796100e-10
9.999999999999999124e-06,1.684034448814320754e-09,2.059002128224000607e-06,1.216002498484539673e+00,-1.831746064755198911e-01,2.288003327022190003e+00,-1.888186410659745684e-01,2.091484316676940338e-06,-2.987931389535723482e-11,-3.037521888489549217e-05,-5.498832090854207776e-04,-1.360996795985915793e-10
1.000622265624999842e-05,1.684687006977366669e-09,2.059105783012897581e-06,1.216002498631032047e+00,-1.832087230185153182e-01,2.288003327217512872e+00,-1.888186335524312809e-01,2.091587992252859742e-06,-2.991385548658267422e-11,-3.037522732704909473e-05,-5.467272795544573811e-04,-1.352589184124377228e-10
1.001264414062499945e-05,1.686632787495624685e-09,2.059217267120607934e-06,1.216002498782092767e+00,-1.832437265231724177e-01,2.288003327418927757e+00,-1.888186257944936275e-01,2.091699498717701076e-06,-2.994950741167625918e-11,-3.037523598487040452e-05,-5.434862366772056459e-04,-1.343967014897211127e-10
1.010632226562501449e-05,1.715018291526361613e-09,2.061352095058857615e-06,1.216002500981214318e+00,-1.837313369651355777e-01,2.288003330351089826e+00,-1.888185121399011679e-01,2.093834754777050916e-06,-3.047035609218054656e-11,-3.037535620477540923e-05,-4.980231301546519202e-04,-1.224267960828023782e-10
