 time                  v(cmd)                v(actual)             v(output)            
1.000000000000000036e-10,1.024000000000000021e+00,2.589574048166419784e-01,9.990009990009990001e-03
1.000175343562119979e-10,1.024000000000000021e+00,2.589586159600260062e-01,9.991761673786030487e-03
1.001578092059069954e-10,1.024000000000000021e+00,2.589683047048739750e-01,1.000577513299429934e-02
1.012800080034709948e-10,1.024000000000000021e+00,2.590457882620519903e-01,1.011788209902829937e-02
1.102575983839819953e-10,1.024000000000000021e+00,2.596639736190100023e-01,1.101469253873849953e-02
1.644420891615699970e-10,1.024000000000000021e+00,2.633322186162619927e-01,1.642570731165389833e-02
2.364170823021039940e-10,1.024000000000000021e+00,2.680277524283259938e-01,2.360879902976609906e-02
3.111146714491069995e-10,1.024000000000000021e+00,2.726735208635219787e-01,3.105814030568039910e-02
3.899364829063679807e-10,1.024000000000000021e+00,2.773174605804940018e-01,3.891274506109689696e-02
4.741766118752609505e-10,1.024000000000000021e+00,2.819853721238099742e-01,4.730044462435859659e-02
5.648148131769269976e-10,1.024000000000000021e+00,2.866720799043229739e-01,5.631730576949819933e-02
6.633224570572399742e-10,1.024000000000000021e+00,2.913857418161420187e-01,6.610777067482340175e-02
7.714490454890470081e-10,1.024000000000000021e+00,2.961316211390400133e-01,7.684314494277910690e-02
8.914520735425209930e-10,1.024000000000000021e+00,3.009184420406070259e-01,8.874409207514860620e-02
1.026187574658400052e-09,1.024000000000000021e+00,3.057557759895739857e-01,1.020890810021239936e-01
1.179326128393900035e-09,1.024000000000000021e+00,3.106548513556919855e-01,1.172349997933460064e-01
1.355606780125339951e-09,1.024000000000000021e+00,3.156279088883849893e-01,1.346410579599759960e-01
1.561201028599579897e-09,1.024000000000000021e+00,3.206879748048179768e-01,1.549028358339510081e-01
1.804206702276350071e-09,1.024000000000000021e+00,3.258483411333579771e-01,1.787979403847020088e-01
2.095332623121450134e-09,1.024000000000000021e+00,3.311219819337999914e-01,2.073484344873270102e-01
2.448845168723630192e-09,1.024000000000000021e+00,3.365207722084539999e-01,2.419055831032690118e-01
2.883880036526759954e-09,1.024000000000000021e+00,3.420544875701739818e-01,2.842645185374619854e-01
3.426257592506930008e-09,1.024000000000000021e+00,3.477295117136219860e-01,3.368178916566549885e-01
4.110988173630390246e-09,1.024000000000000021e+00,3.535471976219439760e-01,4.027587423090719931e-01
4.985712828911929656e-09,1.024000000000000021e+00,3.595018424617609787e-01,4.863422959851669836e-01
6.115398928904759708e-09,1.024000000000000021e+00,3.655782773847620071e-01,5.932124347120549812e-01
7.588703096977770543e-09,1.024000000000000021e+00,3.717491301115050106e-01,7.307880796800789724e-01
9.409931950776810476e-09,1.024000000000000021e+00,3.776408348179409735e-01,8.980756028177789840e-01
1.025809394943659995e-08,1.024000000000000021e+00,3.799237831023730139e-01,9.749428285487949930e-01
1.221479158041289937e-08,1.024000000000000021e+00,3.844141613599120211e-01,1.149816859751749965e+00
1.585097823640599931e-08,1.024000000000000021e+00,3.908028522995620202e-01,1.465857871049109917e+00
2.050726386471780146e-08,1.024000000000000021e+00,3.966782052267670000e-01,1.854150117749399973e+00
2.681127602857329953e-08,1.024000000000000021e+00,4.022697541145360267e-01,2.350829907129559970e+00
3.466527700120979996e-08,1.024000000000000021e+00,4.070533067750269907e-01,2.919779136981889955e+00
4.543850614482830271e-08,1.024000000000000021e+00,4.114038197367009819e-01,3.619870160177590002e+00
5.798404560544959782e-08,1.024000000000000021e+00,4.146394400194020058e-01,4.335109588045190421e+00
7.266565291964089462e-08,1.024000000000000021e+00,4.170181926602949951e-01,5.056974880566770025e+00
8.939379706151259583e-08,1.024000000000000021e+00,4.186745593960469747e-01,5.753085498992869695e+00
1.083398805204100059e-07,1.024000000000000021e+00,4.197825046822979966e-01,6.407563938894210054e+00
1.295798127790569974e-07,1.024000000000000021e+00,4.204847707847499949e-01,7.004094347504230100e+00
1.533549420320539904e-07,1.024000000000000021e+00,4.209063133679379898e-01,7.534852266605540194e+00
1.799247636670129873e-07,1.024000000000000021e+00,4.211432272470470028e-01,7.994538621492850439e+00
2.093862073543059967e-07,1.024000000000000021e+00,4.212659699685090131e-01,8.378892594331709631e+00
2.393862073543059741e-07,1.024000000000000021e+00,4.213213021067340192e-01,8.668936959830990219e+00
2.693862073543060045e-07,1.024000000000000021e+00,4.213455361449939818e-01,8.883352776240700521e+00
2.993862073543059820e-07,1.024000000000000021e+00,4.213561540905589875e-01,9.041924005437900647e+00
3.293862073543060124e-07,1.024000000000000021e+00,4.213608080509699816e-01,9.159225030793779254e+00
3.593862073543059899e-07,1.024000000000000021e+00,4.213628483292650162e-01,9.246010021838920068e+00
3.893862073543060203e-07,1.024000000000000021e+00,4.213637428584079969e-01,9.310223501197320672e+00
4.193862073543059977e-07,1.024000000000000021e+00,4.213641350665000007e-01,9.357738503227690074e+00
4.493862073543059752e-07,1.024000000000000021e+00,4.213643070338740082e-01,9.392898506978099249e+00
4.793862073543060056e-07,1.024000000000000021e+00,4.213643824351759881e-01,9.418916580602379796e+00
5.093862073543060360e-07,1.024000000000000021e+00,4.213644154959529931e-01,9.438169923369660097e+00
5.393862073543059605e-07,1.024000000000000021e+00,4.213644299919440117e-01,9.452417466440900640e+00
5.693862073543059909e-07,1.024000000000000021e+00,4.213644363479320254e-01,9.462960740417740269e+00
5.993862073543060214e-07,1.024000000000000021e+00,4.213644391348119744e-01,9.470762849177299714e+00
6.293862073543060518e-07,1.024000000000000021e+00,4.213644403567620156e-01,9.476536481143069679e+00
6.593862073543059763e-07,1.024000000000000021e+00,4.213644408925459883e-01,9.480809025129779855e+00
6.893862073543060067e-07,1.024000000000000021e+00,4.213644411274680146e-01,9.483970750871669964e+00
7.193862073543060371e-07,1.024000000000000021e+00,4.213644412304730080e-01,9.486310460543069922e+00
7.493862073543059616e-07,1.024000000000000021e+00,4.213644412756369917e-01,9.488041870130249578e+00
7.793862073543059920e-07,1.024000000000000021e+00,4.213644412954399843e-01,9.489323131430380087e+00
8.093862073543060224e-07,1.024000000000000021e+00,4.213644413041229830e-01,9.490271278320459913e+00
8.393862073543060528e-07,1.024000000000000021e+00,4.213644413079299933e-01,9.490972917054369518e+00
8.693862073543070362e-07,1.024000000000000021e+00,4.213644413095999908e-01,9.491492137154359909e+00
8.993862073543069607e-07,1.024000000000000021e+00,4.213644413103320163e-01,9.491876365536409565e+00
9.293862073543069911e-07,1.024000000000000021e+00,4.213644413106519826e-01,9.492160698617219339e+00
9.593862073543070215e-07,1.024000000000000021e+00,4.213644413107929809e-01,9.492371108115740697e+00
9.893862073543060990e-07,1.024000000000000021e+00,4.213644413108549869e-01,9.492526813378940886e+00
1.019386207354310047e-06,1.024000000000000021e+00,4.213644413108820208e-01,9.492642036927270155e+00
1.049386207354309971e-06,1.024000000000000021e+00,4.213644413108940112e-01,9.492727303576769415e+00
