 time                  v(state)              v(candidate)          v(out)                v(outgeo)             v(next)               v(num)                v(den)                v(ca)                 v(cb)                 v(clipratio)          v(corrected)          v(neg)                v(servoerr)          
1.000000000000000062e-09,1.556645460386500076e-06,1.556637467045090017e-06,-1.156404548422259939e-05,1.173618575502559952e-05,-4.925798072379699921e-05,4.994930120570730339e-03,4.999999989992500067e-03,0.000000000000000000e+00,0.000000000000000000e+00,8.192000000000000393e-01,-2.981899599444619996e-06,6.830843613201949358e-05,3.930861626028140154e+00
1.000197060539580102e-09,1.556952245520649943e-06,1.556944250604059934e-06,-1.156632442269910074e-05,1.173849873126590067e-05,-4.926768801734670260e-05,4.995914518620470091e-03,5.000985292690410429e-03,0.000000000000000000e+00,0.000000000000000000e+00,8.192000000000000393e-01,-2.982487274895119886e-06,6.832211626225900326e-05,3.930897921455770216e+00
1.001773544856240061e-09,1.559408692185199974e-06,1.559400684667249986e-06,-1.158456360952179986e-05,1.175701763132110040e-05,-4.934537757503330098e-05,5.003793436946729969e-03,5.008867714273680313e-03,0.000000000000000000e+00,0.000000000000000000e+00,8.192000000000000393e-01,-2.987192816279969960e-06,6.843155477890690524e-05,3.931189098074039823e+00
1.014385419389500090e-09,1.579199578844989914e-06,1.579191470516689919e-06,-1.173076011094570034e-05,1.190576050576869997e-05,-4.996814544351169937e-05,5.066851410640819779e-03,5.071927086939860205e-03,0.000000000000000000e+00,0.000000000000000000e+00,8.192000000000000393e-01,-3.025101197946780028e-06,6.930690064660449993e-05,3.933569692130590045e+00
1.041910032112620011e-09,1.623252044487120055e-06,1.623243716150359944e-06,-1.205011631654070046e-05,1.223142383987590076e-05,-5.132981227772299830e-05,5.204473166635340334e-03,5.209550150555280340e-03,0.000000000000000000e+00,0.000000000000000000e+00,8.192000000000000393e-01,-3.109432064715050061e-06,7.121628683276289462e-05,3.939058096807490195e+00
1.095050661408590047e-09,1.711639695915529906e-06,1.711630942831809923e-06,-1.266508092524699928e-05,1.285933723578369980e-05,-5.395875349719100016e-05,5.470173655296610427e-03,5.475253297034730383e-03,0.000000000000000000e+00,0.000000000000000000e+00,8.192000000000000393e-01,-3.278197640463859940e-06,7.489878216598840424e-05,3.950473484708580063e+00
1.154270847476239948e-09,1.815319835655159936e-06,1.815310609253420035e-06,-1.334739852521450002e-05,1.355696320240299974e-05,-5.688679910771119933e-05,5.766271624655700326e-03,5.771354227372450102e-03,0.000000000000000000e+00,0.000000000000000000e+00,8.192000000000000393e-01,-3.475039404967250192e-06,7.899655966453689648e-05,3.963510671745190006e+00
1.225439032762929947e-09,1.947142435655489836e-06,1.947132640472110106e-06,-1.416312286089329989e-05,1.439242389854809948e-05,-6.040329517830220180e-05,6.122108992714889696e-03,6.127195153805300304e-03,0.000000000000000000e+00,0.000000000000000000e+00,8.192000000000000393e-01,-3.723133513832469803e-06,8.391270791748790055e-05,3.979030433756660212e+00
1.381265262914760009e-09,2.263311726075100029e-06,2.263300685634170015e-06,-1.593249305993789909e-05,1.621084793399480038e-05,-6.809409918600439629e-05,6.901232352239040219e-03,6.906326304563050085e-03,0.000000000000000000e+00,0.000000000000000000e+00,8.192000000000000393e-01,-4.307455676278349840e-06,9.464496822609669378e-05,4.012426379637100027e+00
1.442736698704569923e-09,2.398435187162369902e-06,2.398423655527869797e-06,-1.662401003204730125e-05,1.692417218960520114e-05,-7.112472516639769323e-05,7.208586457646489615e-03,7.213683483511549623e-03,0.000000000000000000e+00,0.000000000000000000e+00,8.192000000000000393e-01,-4.552830563236239887e-06,9.886668032674810109e-05,4.025367936477300290e+00
1.456012612858590060e-09,2.428390151053179978e-06,2.428378513339490166e-06,-1.677286319690709845e-05,1.707793456490340047e-05,-7.177900116000780458e-05,7.274965364627349572e-03,7.280063054281489705e-03,0.000000000000000000e+00,0.000000000000000000e+00,8.192000000000000393e-01,-4.606895206074860421e-06,9.977754614891019857e-05,4.028147620868430145e+00
1.473438440712470007e-09,2.468125207357759814e-06,2.468113430407390175e-06,-1.696797732597220135e-05,1.727960464071469888e-05,-7.263766516177159885e-05,7.362093632613899742e-03,7.367192193550710019e-03,0.000000000000000000e+00,0.000000000000000000e+00,8.192000000000000393e-01,-4.678431135209539791e-06,1.009726583517760033e-04,4.031788375238139821e+00
1.482776776863820032e-09,2.489613410486069856e-06,2.489601558920910095e-06,-1.707241106884509931e-05,1.738760462700430137e-05,-7.309775345104180006e-05,7.408784846458459604e-03,7.413883874307409909e-03,0.000000000000000000e+00,0.000000000000000000e+00,8.192000000000000393e-01,-4.717032753707350035e-06,1.016128830517890015e-04,4.033735839362660336e+00
1.483992820273850043e-09,2.492421607616870147e-06,2.492409746335370037e-06,-1.708600399267959873e-05,1.740166470199599845e-05,-7.315766324406649732e-05,7.414865002707039972e-03,7.419964091357550244e-03,0.000000000000000000e+00,0.000000000000000000e+00,8.192000000000000393e-01,-4.722073110869599748e-06,1.016962419413129957e-04,4.033988094039970385e+00
1.486239226047540069e-09,2.497615265341670032e-06,2.497603386111139853e-06,-1.711111035487830078e-05,1.742763571370240045e-05,-7.326833312004370625e-05,7.426096919256290098e-03,7.431196120225969960e-03,0.000000000000000000e+00,0.000000000000000000e+00,8.192000000000000393e-01,-4.731392450556300387e-06,1.018502244313860010e-04,4.034424008045159660e+00
1.489186559524679979e-09,2.504441374152319876e-06,2.504429471372320082e-06,-1.714404268274070080e-05,1.746170579072540163e-05,-7.341353064297749911e-05,7.440833439276750387e-03,7.445932787611639694e-03,0.000000000000000000e+00,0.000000000000000000e+00,8.192000000000000393e-01,-4.743635858848129902e-06,1.020522390706389955e-04,4.034931785606690191e+00
1.491644132170270075e-09,2.510143523019620166e-06,2.510131600603420103e-06,-1.717149587236490021e-05,1.749011054887510128e-05,-7.353459729972819619e-05,7.453121179627300065e-03,7.458220650839590335e-03,0.000000000000000000e+00,0.000000000000000000e+00,8.192000000000000393e-01,-4.753858845866249609e-06,1.022206728369789969e-04,4.035305261846279912e+00
1.494217482626539960e-09,2.516124381874670115e-06,2.516112438897250089e-06,-1.720023581804050109e-05,1.751984970751279921e-05,-7.366136429254659340e-05,7.465987803242389587e-03,7.471087403120910304e-03,0.000000000000000000e+00,0.000000000000000000e+00,8.192000000000000393e-01,-4.764577154968219657e-06,1.023970299941529970e-04,4.035653279837809748e+00
1.496862007922829953e-09,2.522281403643540016e-06,2.522269439536249964e-06,-1.722976364497540039e-05,1.755040739340319844e-05,-7.379163406049230099e-05,7.479210297498879723e-03,7.484310029602339771e-03,0.000000000000000000e+00,0.000000000000000000e+00,8.192000000000000393e-01,-4.775606520518380354e-06,1.025782525173919989e-04,4.035970094159580412e+00
1.499645819759690050e-09,2.528774477907979819e-06,2.528762491557959902e-06,-1.726083900042180123e-05,1.758257015552480156e-05,-7.392876138257169650e-05,7.493129217493939807e-03,7.498229088786599952e-03,0.000000000000000000e+00,0.000000000000000000e+00,8.192000000000000393e-01,-4.787232784642060299e-06,1.027690064141149987e-04,4.036263993343999879e+00
1.502268030938470047e-09,2.534901663459270017e-06,2.534889656157769871e-06,-1.729010320184950027e-05,1.761286174929449855e-05,-7.405792495091059475e-05,7.506240142278560422e-03,7.511340144680469892e-03,0.000000000000000000e+00,0.000000000000000000e+00,8.192000000000000393e-01,-4.798199128062350391e-06,1.029486742868799978e-04,4.036507967868299573e+00
1.503333574448339932e-09,2.537394522893780144e-06,2.537382507078590062e-06,-1.730199279514359995e-05,1.762516969051879941e-05,-7.411040999234890230e-05,7.511567806551269592e-03,7.516667862229819974e-03,0.000000000000000000e+00,0.000000000000000000e+00,8.192000000000000393e-01,-4.802659487216100007e-06,1.030216793451769976e-04,4.036598804475810098e+00
1.506386889421000048e-09,2.544547601648719808e-06,2.544535561437609922e-06,-1.733605600540329895e-05,1.766043444930229871e-05,-7.426080278125989466e-05,7.526834228750329918e-03,7.531934437093109648e-03,0.000000000000000000e+00,0.000000000000000000e+00,8.192000000000000393e-01,-4.815453927772119813e-06,1.032308640462659995e-04,4.036835391060919598e+00
1.510860741908680055e-09,2.555054824491480202e-06,2.555042748534489811e-06,-1.738594972443580037e-05,1.771209617770610128e-05,-7.448115666476069372e-05,7.549203267498290001e-03,7.554303699531459727e-03,0.000000000000000000e+00,0.000000000000000000e+00,8.192000000000000393e-01,-4.834236450400050381e-06,1.035373404981629986e-04,4.037126200760040362e+00
1.515886624155939923e-09,2.566895702879759987e-06,2.566883586766349993e-06,-1.744197541173200068e-05,1.777011863564300078e-05,-7.472868830169730183e-05,7.574332427442929602e-03,7.579433110767690163e-03,0.000000000000000000e+00,0.000000000000000000e+00,8.192000000000000393e-01,-4.855386897379310178e-06,1.038815902724580045e-04,4.037387200853300051e+00
