time_since_step,delta,target
9.794725045083035181e-08,-2.695131835876227525e-03,-6.000000035762786954e-01
9.904390434280126729e-08,-2.753855082506518042e-03,-6.000000035762786954e-01
1.001490666784776327e-07,-2.813629873092755862e-03,-6.000000035762786954e-01
1.012627783805622288e-07,-2.874470861356718220e-03,-6.000000035762786954e-01
1.023850805363736073e-07,-2.936392843276651107e-03,-6.000000035762786954e-01
1.035160144044055142e-07,-2.999410758012706520e-03,-6.000000035762786954e-01
1.046556214093124549e-07,-3.063539688189550157e-03,-6.000000035762786954e-01
1.058039431489570079e-07,-3.128794860838381760e-03,-6.000000035762786954e-01
1.069610213946334417e-07,-3.195191647960295665e-03,-6.000000035762786954e-01
1.081268980925991505e-07,-3.262745567152561948e-03,-6.000000035762786954e-01
1.093016153664056887e-07,-3.331472282277099083e-03,-6.000000035762786954e-01
1.104852155176035025e-07,-3.401387604028526055e-03,-6.000000035762786954e-01
1.116777410314949773e-07,-3.472507490794556149e-03,-6.000000035762786954e-01
1.128792345734007168e-07,-3.544848048948681662e-03,-6.000000035762786954e-01
1.140897389948937056e-07,-3.618425533730261576e-03,-6.000000035762786954e-01
1.153092973339958204e-07,-3.693256349756009541e-03,-6.000000035762786954e-01
1.165379528194401002e-07,-3.769357051776897529e-03,-6.000000035762786954e-01
1.177757488681499759e-07,-3.846744345008332264e-03,-6.000000035762786954e-01
1.190227290919545480e-07,-3.925435086024123277e-03,-6.000000035762786954e-01
1.202789372980832532e-07,-4.005446283263046879e-03,-6.000000035762786954e-01
1.215444174895792171e-07,-4.086795097517911118e-03,-6.000000035762786954e-01
1.228192138705576342e-07,-4.169498842727104027e-03,-6.000000035762786954e-01
1.241033708455755759e-07,-4.253574986384433751e-03,-6.000000035762786954e-01
1.253969330232843960e-07,-4.339041150216567562e-03,-6.000000035762786954e-01
1.266999452193638535e-07,-4.425915110810015561e-03,-6.000000035762786954e-01
1.280124524558241567e-07,-4.514214799988779114e-03,-6.000000035762786954e-01
1.293344999664134223e-07,-4.603958305590722874e-03,-6.000000035762786954e-01
1.306661331989080518e-07,-4.695163872033254228e-03,-6.000000035762786954e-01
1.320073978130595241e-07,-4.787849900571300096e-03,-6.000000035762786954e-01
1.333583396888275555e-07,-4.882034950250474167e-03,-6.000000035762786954e-01
1.347190049244488650e-07,-4.977737738158008983e-03,-6.000000035762786954e-01
1.360894398426510071e-07,-5.074977140230971413e-03,-6.000000035762786954e-01
1.374696909879689725e-07,-5.173772191428027169e-03,-6.000000035762786954e-01
1.388598051343007214e-07,-5.274142086620797233e-03,-6.000000035762786954e-01
1.402598292846835666e-07,-5.376106180925340969e-03,-6.000000035762786954e-01
1.416698106731711991e-07,-5.479683990169533989e-03,-6.000000035762786954e-01
1.430897967705935117e-07,-5.584895191641193676e-03,-6.000000035762786954e-01
1.445198352830454926e-07,-5.691759624291235255e-03,-6.000000035762786954e-01
1.459599741581620448e-07,-5.800297289504982752e-03,-6.000000035762786954e-01
