time_since_step,delta,target
2.274143101613091268e-06,-6.657642649870059159e-01,-6.000000035762786954e-01
2.284143101613092866e-06,-6.654711700790985063e-01,-6.000000035762786954e-01
2.294143101613094465e-06,-6.651730725731259675e-01,-6.000000035762786954e-01
2.304143101613096063e-06,-6.648701207506005906e-01,-6.000000035762786954e-01
2.314143101613097661e-06,-6.645624607576614551e-01,-6.000000035762786954e-01
2.324143101613099260e-06,-6.642502366232401201e-01,-6.000000035762786954e-01
2.334143101613100858e-06,-6.639335902772169895e-01,-6.000000035762786954e-01
2.344143101613102456e-06,-6.636126615685643548e-01,-6.000000035762786954e-01
2.354143101613104055e-06,-6.632875882834731174e-01,-6.000000035762786954e-01
2.364143101613105653e-06,-6.629585061634613030e-01,-6.000000035762786954e-01
2.374143101613107251e-06,-6.626255489234615936e-01,-6.000000035762786954e-01
2.384143101613108850e-06,-6.622888482698849888e-01,-6.000000035762786954e-01
2.394143101613110448e-06,-6.619485339186587103e-01,-6.000000035762786954e-01
2.404143101613112046e-06,-6.616047336132344636e-01,-6.000000035762786954e-01
2.414143101613113645e-06,-6.612575731425663905e-01,-6.000000035762786954e-01
2.424143101613115243e-06,-6.609071763590561588e-01,-6.000000035762786954e-01
2.434143101613116841e-06,-6.605536651964609707e-01,-6.000000035762786954e-01
2.444143101613118439e-06,-6.601971596877639348e-01,-6.000000035762786954e-01
2.454143101613120038e-06,-6.598377779830052470e-01,-6.000000035762786954e-01
