 time                     v(lower)                 v(upper)                 v(unit)                  v(dl)                    v(ratio)                 v(core)
 2.26456768855246341e-07  6.77704007257974306e-01  7.36765171598820268e-01  1.00000000000000000e+00  5.36491137164217563e-08  1.05921699388489521e+00  8.38267401819089790e-04
 2.27078960217669579e-07  6.78705101589468396e-01  7.38042542378907873e-01  1.00000000000000000e+00  5.43522619634519445e-08  1.05949579575865349e+00  8.49254093178936379e-04
 2.27701137971213591e-07  6.79703064596455464e-01  7.39316823274343338e-01  1.00000000000000000e+00  5.50621334142093547e-08  1.05977467132853831e+00  8.60345834597020824e-04
 2.28323311655328390e-07  6.80697921370659986e-01  7.40588039665696529e-01  1.00000000000000000e+00  5.57787762909598747e-08  1.06005362121467228e+00  8.71543379546247635e-04
 2.28945490361048449e-07  6.81689696069626594e-01  7.41856215822468190e-01  1.00000000000000000e+00  5.65022387035488434e-08  1.06033264586173437e+00  8.82847479742950307e-04
 2.29567683528264455e-07  6.82678413194346967e-01  7.43121376534211731e-01  1.00000000000000000e+00  5.72325695694636438e-08  1.06061174589580065e+00  8.94258899522868940e-04
 2.30189900851131587e-07  6.83664097432537643e-01  7.44383546911257743e-01  1.00000000000000000e+00  5.79698185248887651e-08  1.06089092208151281e+00  9.05778414451386391e-04
 2.30812152238146977e-07  6.84646773590966928e-01  7.45642752298736000e-01  1.00000000000000000e+00  5.87140358954362746e-08  1.06117017530370772e+00  9.17406810866191308e-04
 2.31434447696370787e-07  6.85626466409758661e-01  7.46899018038830631e-01  1.00000000000000000e+00  5.94652725724320696e-08  1.06144950651495629e+00  9.29144883944250499e-04
 2.32056797265446867e-07  6.86603200458153484e-01  7.48152369336594347e-01  1.00000000000000000e+00  6.02235799425355732e-08  1.06172891670538805e+00  9.40993436602117627e-04
 2.32679210982565640e-07  6.87577000080540013e-01  7.49402831189772578e-01  1.00000000000000000e+00  6.09890098512051906e-08  1.06200840688638065e+00  9.52953278925080171e-04
 2.33301698866458506e-07  6.88547889373132382e-01  7.50650428357732546e-01  1.00000000000000000e+00  6.17616145875450095e-08  1.06228797808278119e+00  9.65025227930389837e-04
 2.33924270918465007e-07  6.89515892187600676e-01  7.51895185364939045e-01  1.00000000000000000e+00  6.25414468895512026e-08  1.06256763133279830e+00  9.77210107649236805e-04
 2.34546937123687535e-07  6.90481032134785955e-01  7.53137126504558996e-01  1.00000000000000000e+00  6.33285599495463398e-08  1.06284736768794019e+00  9.89508749211660864e-04
 2.35169707454836711e-07  6.91443332592513227e-01  7.54376275847369437e-01  1.00000000000000000e+00  6.41230074231455362e-08  1.06312718821416818e+00  1.00192199098664823e-03
 2.35792591875890669e-07  6.92402816712987312e-01  7.55612657250167352e-01  1.00000000000000000e+00  6.49248434382551714e-08  1.06340709399297517e+00  1.01445067872273607e-03
 2.36415600345306926e-07  6.93359507429381350e-01  7.56846294363182404e-01  1.00000000000000000e+00  6.57341226037535083e-08  1.06368708612227025e+00  1.02709566568364753e-03
 2.37038742816604215e-07  6.94313427458294274e-01  7.58077210632192799e-01  1.00000000000000000e+00  6.65509000149466567e-08  1.06396716571608674e+00  1.03985781273354056e-03
 2.37662029241415905e-07  6.95264599305942199e-01  7.59305429305479285e-01  1.00000000000000000e+00  6.73752312623637937e-08  1.06424733390540793e+00  1.05273798847443337e-03
 2.38285469571018447e-07  6.96213045271930953e-01  7.60530973437686164e-01  1.00000000000000000e+00  6.82071724387415320e-08  1.06452759183831303e+00  1.06573706935533547e-03
 2.38909073755793508e-07  6.97158787449840722e-01  7.61753865889580384e-01  1.00000000000000000e+00  6.90467801433413529e-08  1.06480794067919793e+00  1.07885593973970737e-03
 2.39532851750350271e-07  6.98101847736354975e-01  7.62974129338876539e-01  1.00000000000000000e+00  6.98941114939705791e-08  1.06508838161054764e+00  1.09209549209328904e-03
 2.40156813511375688e-07  6.99042247829288699e-01  7.64191786276729235e-01  1.00000000000000000e+00  7.07492241293837788e-08  1.06536891583144322e+00  1.10545662702162049e-03
 2.40780969002144830e-07  6.99980009235653178e-01  7.65406859017229158e-01  1.00000000000000000e+00  7.16121762208002303e-08  1.06564954455906835e+00  1.11894025345000265e-03
 2.41405328191947865e-07  7.00915153271979285e-01  7.66619369696899366e-01  1.00000000000000000e+00  7.24830264766524151e-08  1.06593026902793309e+00  1.13254728869769295e-03
 2.42029901059135197e-07  7.01847701070038466e-01  7.67829340281201200e-01  1.00000000000000000e+00  7.33618341524319553e-08  1.06621109049073115e+00  1.14627865863174824e-03
 2.42654697591925798e-07  7.02777673579141782e-01  7.69036792566627048e-01  1.00000000000000000e+00  7.42486590575983852e-08  1.06649201021819318e+00  1.16013529777497359e-03
 2.43279727789846743e-07  7.03705091569340024e-01  7.70241748183976616e-01  1.00000000000000000e+00  7.51435615634847342e-08  1.06677302949922903e+00  1.17411814942944780e-03
 2.43905001666411631e-07  7.04629975636401618e-01  7.71444228603964555e-01  1.00000000000000000e+00  7.60466026131375224e-08  1.06705414964162970e+00  1.18822816583027263e-03
 2.44530529249392116e-07  7.05552346203162095e-01  7.72644255138131730e-01  1.00000000000000000e+00  7.69578437278686394e-08  1.06733537197169093e+00  1.20246630824794617e-03
 2.45156320582996999e-07  7.06472223523655685e-01  7.73841848943387811e-01  1.00000000000000000e+00  7.78773470166765083e-08  1.06761669783469770e+00  1.21683354713556934e-03
 2.45782385729917927e-07  7.07389627686980882e-01  7.75037031026230894e-01  1.00000000000000000e+00  7.88051751856691417e-08  1.06789812859535016e+00  1.23133086227607941e-03
 2.46408734771819447e-07  7.08304578618832115e-01  7.76229822243942991e-01  1.00000000000000000e+00  7.97413915453451444e-08  1.06817966563749556e+00  1.24595924289601714e-03
 2.47035377812147875e-07  7.09217096086379173e-01  7.77420243310163794e-01  1.00000000000000000e+00  8.06860600214620063e-08  1.06846131036490299e+00  1.26071968783534314e-03
 2.47662324976975632e-07  7.10127199700214429e-01  7.78608314796662038e-01  1.00000000000000000e+00  8.16392451631614645e-08  1.06874306420115728e+00  1.27561320567439731e-03
 2.48289586417401096e-07  7.11034908918515618e-01  7.79794057138011865e-01  1.00000000000000000e+00  8.26010121535982317e-08  1.06902492859025555e+00  1.29064081489997195e-03
 2.48917172310302467e-07  7.11940243048764576e-01  7.80977490633097071e-01  1.00000000000000000e+00  8.35714268182440952e-08  1.06930690499646497e+00  1.30580354403506322e-03
 2.49545092860091328e-07  7.12843221250873960e-01  7.82158635448465422e-01  1.00000000000000000e+00  8.45505556348627755e-08  1.06958899490463111e+00  1.32110243179472974e-03
 2.50173358301809143e-07  7.13743862542180474e-01  7.83337511624144778e-01  1.00000000000000000e+00  8.55384657457908850e-08  1.06987119982109191e+00  1.33653852727798144e-03
 2.50801978900219494e-07  7.14642185796634188e-01  7.84514139071882388e-01  1.00000000000000000e+00  8.65352249641379974e-08  1.07015352127279351e+00  1.35211289006465472e-03
 2.51430964954844543e-07  7.15538209752461740e-01  7.85688537584487534e-01  1.00000000000000000e+00  8.75409017895110600e-08  1.07043596080907655e+00  1.36782659046110898e-03
 2.52060326798230363e-07  7.16431953010086109e-01  7.86860726832434132e-01  1.00000000000000000e+00  8.85555654132322621e-08  1.07071852000042456e+00  1.38368070958175271e-03
 2.52690074799289484e-07  7.17323434037264174e-01  7.88030726369927215e-01  1.00000000000000000e+00  8.95792857317624429e-08  1.07100120043948999e+00  1.39967633955878656e-03
 2.53320219367302968e-07  7.18212671175057937e-01  7.89198555642092070e-01  1.00000000000000000e+00  9.06121333615367009e-08  1.07128400374241894e+00  1.41581458377400965e-03
 2.53950770948766112e-07  7.19099682633643433e-01  7.90364233978835595e-01  1.00000000000000000e+00  9.16541796423104263e-08  1.07156693154696225e+00  1.43209655691109937e-03
 2.54581740032963775e-07  7.19984486500420240e-01  7.91527780604866504e-01  1.00000000000000000e+00  9.27054966549158903e-08  1.07184998551450605e+00  1.44852338523306003e-03
 2.55213137153368356e-07  7.20867100742139666e-01  7.92689214641883799e-01  1.00000000000000000e+00  9.37661572324932008e-08  1.07213316733022612e+00  1.46509620675770594e-03
 2.55844972886848131e-07  7.21747543203944075e-01  7.93848555106709264e-01  1.00000000000000000e+00  9.48362349681802628e-08  1.07241647870226053e+00  1.48181617137781705e-03
 2.56477257860237748e-07  7.22625831618634140e-01  7.95005820922895623e-01  1.00000000000000000e+00  9.59158042354279112e-08  1.07269992136418346e+00  1.49868444117856148e-03
 2.57110002746142652e-07  7.23501983600875809e-01  7.96161030912517997e-01  1.00000000000000000e+00  9.70049401903258099e-08  1.07298349707264995e+00  1.51570219047384141e-03
 2.57743218271193801e-07  7.24376016658672905e-01  7.97314203810723710e-01  1.00000000000000000e+00  9.81037187953441503e-08  1.07326720761062311e+00  1.53287060617725334e-03
 2.58376915211997677e-07  7.25247948187715319e-01  7.98465358257725577e-01  1.00000000000000000e+00  9.92122168222332036e-08  1.07355105478508239e+00  1.55019088784739425e-03
 2.59011104402410288e-07  7.26117795481339257e-01  7.99614512811397060e-01  1.00000000000000000e+00  1.00330511874709259e-07  1.07383504042980760e+00  1.56766424804233263e-03
 2.59645796731622030e-07  7.26985575727750799e-01  8.00761685943076729e-01  1.00000000000000000e+00  1.01458682395438688e-07  1.07411916640404170e+00  1.58529191242872953e-03
 2.60281003147685843e-07  7.27851306014705046e-01  8.01906896043222184e-01  1.00000000000000000e+00  1.02596807682736286e-07  1.07440343459359133e+00  1.60307512004275441e-03
 2.60916734660032843e-07  7.28715003332717548e-01  8.03050161425146625e-01  1.00000000000000000e+00  1.03744967905815743e-07  1.07468784691147179e+00  1.62101512352837065e-03
 2.61553002340078163e-07  7.29576684575628853e-01  8.04191500325261877e-01  1.00000000000000000e+00  1.04903244116855893e-07  1.07497240529769544e+00  1.63911318932587311e-03
 2.62189817323920929e-07  7.30436366543972371e-01  8.05330930907043885e-01  1.00000000000000000e+00  1.06071718267069761e-07  1.07525711171999272e+00  1.65737059792296485e-03
 2.62827190816514935e-07  7.31294065950250372e-01  8.06468471267543174e-01  1.00000000000000000e+00  1.07250473225833601e-07  1.07554196817518921e+00  1.67578864415364980e-03
 2.63465134089288436e-07  7.32149799415327096e-01  8.07604139432132828e-01  1.00000000000000000e+00  1.08439592788020121e-07  1.07582697668765070e+00  1.69436863731281463e-03
 2.64103658487115437e-07  7.33003583477367937e-01  8.08737953365900708e-01  1.00000000000000000e+00  1.09639161698861482e-07  1.07611213931190619e+00  1.71311190154471086e-03
 2.64742775427924309e-07  7.33855434590802713e-01  8.09869930971828023e-01  1.00000000000000000e+00  1.10849265665535595e-07  1.07639745813197352e+00  1.73201977602399377e-03
 2.65382496403900050e-07  7.34705369127412022e-01  8.11000090091786530e-01  1.00000000000000000e+00  1.12069991371879549e-07  1.07668293526139824e+00  1.75109361518561817e-03
 2.66022832987808392e-07  7.35553403384157534e-01  8.12128448516514334e-01  1.00000000000000000e+00  1.13301426503207451e-07  1.07696857284557201e+00  1.77033478911261632e-03
 2.66663796830340667e-07  7.36399553579016541e-01  8.13255023979657654e-01  1.00000000000000000e+00  1.14543659754339819e-07  1.07725437306003902e+00  1.78974468366155924e-03
 2.67305399667207444e-07  7.37243835859693553e-01  8.14379834168948991e-01  1.00000000000000000e+00  1.15796780856624971e-07  1.07754033811314942e+00  1.80932470088476468e-03
 2.67947653317537482e-07  7.38086266300767790e-01  8.15502896722009263e-01  1.00000000000000000e+00  1.17060880588544161e-07  1.07782647024482903e+00  1.82907625919600148e-03
 2.68590569688507023e-07  7.38926860909014938e-01  8.16624229233041121e-01  1.00000000000000000e+00  1.18336050798700418e-07  1.07811277172812181e+00  1.84900079372969347e-03
 2.69234160778542537e-07  7.39765635626758122e-01  8.17743849256919342e-01  1.00000000000000000e+00  1.19622384426495992e-07  1.07839924487008920e+00  1.86909975666399984e-03
 2.69878438677678163e-07  7.40602606331451807e-01  8.18861774308261126e-01  1.00000000000000000e+00  1.20919975517484074e-07  1.07868589201144105e+00  1.88937461746068879e-03
 2.70523415570994032e-07  7.41437788839240608e-01  8.19978021865808926e-01  1.00000000000000000e+00  1.22228919245165242e-07  1.07897271552752838e+00  1.90982686320570710e-03
 2.71169103742919033e-07  7.42271198909549512e-01  8.21092609378210714e-01  1.00000000000000000e+00  1.23549311935017204e-07  1.07925971782971586e+00  1.93045799898464371e-03
 2.71815515576687021e-07  7.43102852243344381e-01  8.22205554261348559e-01  1.00000000000000000e+00  1.24881251079044640e-07  1.07954690136459197e+00  1.95126954811007214e-03
 2.72462663560946052e-07  7.43932764490568443e-01  8.23316873907947722e-01  1.00000000000000000e+00  1.26224835365334512e-07  1.07983426861635334e+00  1.97226305258335144e-03
 2.73110560288942005e-07  7.44760951247939951e-01  8.24426585684304047e-01  1.00000000000000000e+00  1.27580164692792239e-07  1.08012182210588081e+00  1.99344007332487869e-03
 2.73759218463115641e-07  7.45587428063661517e-01  8.25534706936267404e-01  1.00000000000000000e+00  1.28947340197411946e-07  1.08040956439221425e+00  2.01480219058456159e-03
 2.74408650898949827e-07  7.46412210441068091e-01  8.26641254993825680e-01  1.00000000000000000e+00  1.30326464277545579e-07  1.08069749807368432e+00  2.03635100433664958e-03
 2.75058870527434347e-07  7.47235313840437732e-01  8.27746247173235639e-01  1.00000000000000000e+00  1.31717640616737533e-07  1.08098562578842383e+00  2.05808813463652374e-03
 2.75709890395286238e-07  7.48056753677918684e-01  8.28849700775288634e-01  1.00000000000000000e+00  1.33120974202111620e-07  1.08127395021387618e+00  2.08001522190799345e-03
 2.76361723672782889e-07  7.48876545334015375e-01  8.29951633096419950e-01  1.00000000000000000e+00  1.34536571359549486e-07  1.08156247406966899e+00  2.10213392749295999e-03
 2.77014383653670924e-07  7.49694704151968150e-01  8.31052061426265420e-01  1.00000000000000000e+00  1.35964539772407024e-07  1.08185120011696556e+00  2.12444593394385973e-03
 2.77667883758539148e-07  7.50511245440463215e-01  8.32151003051034621e-01  1.00000000000000000e+00  1.37404988508073696e-07  1.08214013115934504e+00  2.14695294543865156e-03
 2.78322237541833141e-07  7.51326184480793802e-01  8.33248475262894250e-01  1.00000000000000000e+00  1.38858028053169615e-07  1.08242927004527956e+00  2.16965668833077503e-03
 2.78977458688495343e-07  7.52139536520997853e-01  8.34344495351829085e-01  1.00000000000000000e+00  1.40323770326338123e-07  1.08271861966601546e+00  2.19255891134903340e-03
 2.79633561025562419e-07  7.52951316788560754e-01  8.35439080622513597e-01  1.00000000000000000e+00  1.41802328724740779e-07  1.08300818296005352e+00  2.21566138632407544e-03
 2.80290558518276210e-07  7.53761540483774639e-01  8.36532248385138066e-01  1.00000000000000000e+00  1.43293818136628175e-07  1.08329796291077818e+00  2.23896590838481603e-03
 2.80948465279473414e-07  7.54570222789495260e-01  8.37624015968342683e-01  1.00000000000000000e+00  1.44798354984217197e-07  1.08358796254993650e+00  2.26247429662839502e-03
 2.81607295569851553e-07  7.55377378869517058e-01  8.38714400716820574e-01  1.00000000000000000e+00  1.46316057246637723e-07  1.08387818495707866e+00  2.28618839447871595e-03
 2.82267063803619424e-07  7.56183023873514992e-01  8.39803419997787404e-01  1.00000000000000000e+00  1.47847044495676072e-07  1.08416863326136204e+00  2.31011007024493984e-03
 2.82927784550479210e-07  7.56987172937399033e-01  8.40891091201268259e-01  1.00000000000000000e+00  1.49391437923721657e-07  1.08445931064172396e+00  2.33424121755815284e-03
 2.83589472543369787e-07  7.57789841190606439e-01  8.41977431749775573e-01  1.00000000000000000e+00  1.50949360385771302e-07  1.08475022032957913e+00  2.35858375602767886e-03
 2.84252142678723751e-07  7.58591043754179295e-01  8.43062459095538008e-01  1.00000000000000000e+00  1.52520936424658591e-07  1.08504136560820674e+00  2.38313963163529251e-03
 2.84915810021738340e-07  7.59390795744875446e-01  8.44146190725897916e-01  1.00000000000000000e+00  1.54106292308588837e-07  1.08533274981433037e+00  2.40791081732170302e-03
 2.85580489812966891e-07  7.60189112280746926e-01  8.45228644170711751e-01  1.00000000000000000e+00  1.55705556072672259e-07  1.08562437634026132e+00  2.43289931363550697e-03
 2.86246197470703866e-07  7.60986008481540188e-01  8.46309837002753529e-01  1.00000000000000000e+00  1.57318857551185321e-07  1.08591624863417668e+00  2.45810714923727332e-03
 2.86912948594395385e-07  7.61781499470271295e-01  8.47389786839709891e-01  1.00000000000000000e+00  1.58946328412876441e-07  1.08620837020083627e+00  2.48353638145119762e-03
 2.87580758974000415e-07  7.62575600381792729e-01  8.48468511355681798e-01  1.00000000000000000e+00  1.60588102211601146e-07  1.08650074460488844e+00  2.50918909705627078e-03
 2.88249644588938338e-07  7.63368326358826677e-01  8.49546028275682263e-01  1.00000000000000000e+00  1.62244314412367648e-07  1.08679337546959398e+00  2.53506741269324785e-03
 2.88919621617394769e-07  7.64159692560246850e-01  8.50622355386777773e-01  1.00000000000000000e+00  1.63915102443504382e-07  1.08708626648007156e+00  2.56117347567975939e-03
 2.89590706441400259e-07  7.64949714164182337e-01  8.51697510542217318e-01  1.00000000000000000e+00  1.65600605739480540e-07  1.08737942138466970e+00  2.58750946467938654e-03
 2.90262915647062702e-07  7.65738406365333746e-01  8.52771511657689940e-01  1.00000000000000000e+00  1.67300965772299550e-07  1.08767284399420339e+00  2.61407759019218399e-03
 2.90936266039783064e-07  7.66525784389788023e-01  8.53844376731415666e-01  1.00000000000000000e+00  1.69016326121560187e-07  1.08796653818771483e+00  2.64088009564938117e-03
 2.91610774636243244e-07  7.67311863482458500e-01  8.54916123826971464e-01  1.00000000000000000e+00  1.70746832486709591e-07  1.08826050790807249e+00  2.66791925760483974e-03
 2.92286458683790635e-07  7.68096658926492259e-01  8.55986771099677468e-01  1.00000000000000000e+00  1.72492632769822264e-07  1.08855475716950245e+00  2.69519738702847468e-03
 2.92963335657813012e-07  7.68880186036799307e-01  8.57056336787735740e-01  1.00000000000000000e+00  1.74253877103396250e-07  1.08884929005549647e+00  2.72271682974056708e-03
 2.93641423269969095e-07  7.69662460166157025e-01  8.58124839220518187e-01  1.00000000000000000e+00  1.76030717906793824e-07  1.08914411072143080e+00  2.75047996729365371e-03
 2.94320739474776669e-07  7.70443496709247611e-01  8.59192296824051849e-01  1.00000000000000000e+00  1.77823309939635062e-07  1.08943922339644428e+00  2.77848921780679764e-03
 2.95001302478255018e-07  7.71223311108904297e-01  8.60258728129542072e-01  1.00000000000000000e+00  1.79631810361809914e-07  1.08973463238617896e+00  2.80674703690327954e-03
 2.95683130739101398e-07  7.72001918853655988e-01  8.61324151770011759e-01  1.00000000000000000e+00  1.81456378774828949e-07  1.09003034207225658e+00  2.83525591835670195e-03
 2.96366242981490454e-07  7.72779335488462449e-01  8.62388586494989506e-01  1.00000000000000000e+00  1.83297177295171643e-07  1.09032635691677182e+00  2.86401839523705692e-03
 2.97050658196307649e-07  7.73555576612068641e-01  8.63452051166907486e-01  1.00000000000000000e+00  1.85154370598032164e-07  1.09062268146173813e+00  2.89303704059425300e-03
 2.97736395655172590e-07  7.74330657888774865e-01  8.64514564777250194e-01  1.00000000000000000e+00  1.87028125996739935e-07  1.09091932033404948e+00  2.92231446869906314e-03
 2.98423474911550067e-07  7.75104595045374767e-01  8.65576146442403105e-01  1.00000000000000000e+00  1.88918613488605580e-07  1.09121627824481537e+00  2.95185333575946358e-03
 2.99111915812923560e-07  7.75877403880478433e-01  8.66636815416486628e-01  1.00000000000000000e+00  1.90826005832148523e-07  1.09151355999345623e+00  2.98165634112732220e-03
 2.99801738505638676e-07  7.76649100265380143e-01  8.67696591092612990e-01  1.00000000000000000e+00  1.92750478605716267e-07  1.09181117046859200e+00  3.01172622821431740e-03
 3.00492963446837158e-07  7.77419700152720772e-01  8.68755493014856106e-01  1.00000000000000000e+00  1.94692210287182658e-07  1.09210911465195926e+00  3.04206578573723010e-03
 3.01185611407254367e-07  7.78189219574755175e-01  8.69813540875961522e-01  1.00000000000000000e+00  1.96651382309650484e-07  1.09240739761835415e+00  3.07267784858828970e-03
 3.01879703486414740e-07  7.78957674655271326e-01  8.70870754533828006e-01  1.00000000000000000e+00  1.98628179153479575e-07  1.09270602454087817e+00  3.10356529927311884e-03
 3.02575261118261590e-07  7.79725081610639692e-01  8.71927154013074412e-01  1.00000000000000000e+00  2.00622788413161265e-07  1.09300500069202511e+00  3.13473106895564542e-03
 3.03272306079147489e-07  7.80491456753338309e-01  8.72982759510013695e-01  1.00000000000000000e+00  2.02635400872306911e-07  1.09330433144574646e+00  3.16617813862979684e-03
 3.03970860504443627e-07  7.81256816504736884e-01  8.74037591410404602e-01  1.00000000000000000e+00  2.04666210605355292e-07  1.09360402228317644e+00  3.19790954070867800e-03
 3.04670946885017589e-07  7.82021177385572419e-01  8.75091670276483491e-01  1.00000000000000000e+00  2.06715415022785853e-07  1.09390407878967122e+00  3.22992835973103182e-03
 3.05372588095973232e-07  7.82784556041562163e-01  8.76145016882440397e-01  1.00000000000000000e+00  2.08783215011989020e-07  1.09420450666564539e+00  3.26223773456233183e-03
 3.06075807389651973e-07  7.83546969229693469e-01  8.77197652195705668e-01  1.00000000000000000e+00  2.10869814975891721e-07  1.09450531172203380e+00  3.29484085899831155e-03
 3.06780628419238322e-07  7.84308433837697438e-01  8.78249597404016202e-01  1.00000000000000000e+00  2.12975422963204689e-07  1.09480649988882206e+00  3.32774098380007616e-03
 3.07487075244175498e-07  7.85068966883450292e-01  8.79300873914815040e-01  1.00000000000000000e+00  2.15100250747394312e-07  1.09510807721573489e+00  3.36094141792803907e-03
 3.08195172343675336e-07  7.85828585522935885e-01  8.80351503366482380e-01  1.00000000000000000e+00  2.17244513931694384e-07  1.09541004987633284e+00  3.39444553018272742e-03
 3.08904944628391464e-07  7.86587307055956142e-01  8.81401507636481396e-01  1.00000000000000000e+00  2.19408432050969209e-07  1.09571242417127324e+00  3.42825675079639659e-03
 3.09616417455254654e-07  7.87345148934956107e-01  8.82450908853832039e-01  1.00000000000000000e+00  2.21592228685597702e-07  1.09601520653285633e+00  3.46237857321246654e-03
 3.10329616637187347e-07  7.88102128768101928e-01  8.83499729403656175e-01  1.00000000000000000e+00  2.23796131562196281e-07  1.09631840352733234e+00  3.49681455565931847e-03
 3.11044568461189334e-07  7.88858264330993597e-01  8.84547991943700485e-01  1.00000000000000000e+00  2.26020372682590826e-07  1.09662202186070989e+00  3.53156832316548321e-03
 3.11761299698281449e-07  7.89613573569417859e-01  8.85595719408472370e-01  1.00000000000000000e+00  2.28265188430412546e-07  1.09692606838103246e+00  3.56664356922519778e-03
 3.12479837622386251e-07  7.90368074611263016e-01  8.86642935026098700e-01  1.00000000000000000e+00  2.30530819708201276e-07  1.09723055008438841e+00  3.60204405794064706e-03
 3.13200210020392046e-07  7.91121785768811869e-01  8.87689662321864859e-01  1.00000000000000000e+00  2.32817512049837371e-07  1.09753547411710395e+00  3.63777362577871180e-03
 3.13922782681345019e-07  7.91875076733659533e-01  8.88736413269103243e-01  1.00000000000000000e+00  2.35126597814291715e-07  1.09784099038999816e+00  3.67385309084831231e-03
 3.14649645844755234e-07  7.92630099774590979e-01  8.89786180180871300e-01  1.00000000000000000e+00  2.37465007913890808e-07  1.09814797599812763e+00  3.71039074865454812e-03
 3.15379545460835633e-07  7.93385520746912487e-01  8.90837110653886155e-01  1.00000000000000000e+00  2.39828987960305210e-07  1.09845589395844190e+00  3.74732793687977380e-03
 3.16113852850177544e-07  7.94142726804321741e-01  8.91891137081880170e-01  1.00000000000000000e+00  2.42223265629294386e-07  1.09876531527910792e+00  3.78473852545773044e-03
 3.16851457342420507e-07  7.94900539096594749e-01  8.92946621356278780e-01  1.00000000000000000e+00  2.44644516522254280e-07  1.09907576418969377e+00  3.82257057066022997e-03
 3.17593339447049923e-07  7.95659932250129431e-01  8.94004923516021011e-01  1.00000000000000000e+00  2.47096254535208937e-07  1.09938764563617153e+00  3.86087897711264632e-03
 3.18338716273413849e-07  7.96420071080155778e-01  8.95064882361323200e-01  1.00000000000000000e+00  2.49576196604308834e-07  1.09970062254240375e+00  3.89962807194233364e-03
 3.19088318945717600e-07  7.97181667732459576e-01  8.96127493482529625e-01  1.00000000000000000e+00  2.52087080282510394e-07  1.10001499390770774e+00  3.93886062941423230e-03
 3.19841609897282433e-07  7.97944141534565277e-01  8.97191949395798161e-01  1.00000000000000000e+00  2.54627418942723691e-07  1.10033052607274406e+00  3.97855342098006604e-03
 3.20599132850069905e-07  7.98708008360131783e-01  8.98258972880878304e-01  1.00000000000000000e+00  2.57199363057071405e-07  1.10064743849144842e+00  4.01874004776674870e-03
 3.21360519943842398e-07  7.99472861845778593e-01  8.99327999003315393e-01  1.00000000000000000e+00  2.59801989143886333e-07  1.10096556876004814e+00  4.05940608037323129e-03
 3.22126177220356034e-07  8.00239074304810782e-01  9.00399550776467050e-01  1.00000000000000000e+00  2.62437014699480847e-07  1.10128507791597108e+00  4.10057835467939405e-03
 3.22895857540711548e-07  8.01006361992378735e-01  9.01473234101405896e-01  1.00000000000000000e+00  2.65103926976322374e-07  1.10160585400360134e+00  4.14224885900504273e-03
 3.23669868698784060e-07  8.01774995035620108e-01  9.02549429648977997e-01  1.00000000000000000e+00  2.67804135232189909e-07  1.10192801634415494e+00  4.18443961300297290e-03
 3.24448050912015029e-07  8.02544777264451836e-01  9.03627865492775295e-01  1.00000000000000000e+00  2.70537432905184182e-07  1.10225148927262140e+00  4.22714738914350702e-03
 3.25230642570737372e-07  8.03315906611769326e-01  9.04708821641916572e-01  1.00000000000000000e+00  2.73305013948576175e-07  1.10257636257197533e+00  4.27039084294650838e-03
 3.26017547460098608e-07  8.04088249632884944e-01  9.05792113798485232e-01  1.00000000000000000e+00  2.76106902840130304e-07  1.10290258678600739e+00  4.31417035687704179e-03
 3.26808955229760990e-07  8.04861953356734050e-01  9.06877950933945964e-01  1.00000000000000000e+00  2.78944146079205561e-07  1.10323023085398009e+00  4.35850228248759256e-03
 3.27604816182041246e-07  8.05636929343381269e-01  9.07966211717517679e-01  1.00000000000000000e+00  2.81816944979410641e-07  1.10355926430888718e+00  4.40338976530329790e-03
 3.28405286048357230e-07  8.06413288838034203e-01  9.09057055147955539e-01  1.00000000000000000e+00  2.84726248316281339e-07  1.10388974145866459e+00  4.44884762994190303e-03
 3.29210349504738903e-07  8.07190975832478563e-01  9.10150405345631075e-01  1.00000000000000000e+00  2.87672395548266573e-07  1.10422164568450887e+00  4.49488118044167207e-03
 3.30020139052630724e-07  8.07970076565718842e-01  9.11246386370916817e-01  1.00000000000000000e+00  2.90656274511746781e-07  1.10455502112089321e+00  4.54150428924605075e-03
 3.30834665129545100e-07  8.08750558560988764e-01  9.12344955383750378e-01  1.00000000000000000e+00  2.93678335478704020e-07  1.10488986134757328e+00  4.58872399185475746e-03
 3.31654044758382413e-07  8.09532490759651946e-01  9.13446212274169445e-01  1.00000000000000000e+00  2.96739432865367028e-07  1.10522620353842527e+00  4.63655363852136758e-03
 3.32478308057880276e-07  8.10315857925730576e-01  9.14550138461346918e-01  1.00000000000000000e+00  2.99840108727761588e-07  1.10556404888785997e+00  4.68500169887128316e-03
 3.33307562225944300e-07  8.11100717229725432e-01  9.15656817396774847e-01  1.00000000000000000e+00  3.02981204924855480e-07  1.10590342993336255e+00  4.73408132695087459e-03
 3.34141852815962979e-07  8.11887066255414513e-01  9.16766248583583132e-01  1.00000000000000000e+00  3.06163342419925302e-07  1.10624435366864327e+00  4.78380222531134009e-03
 3.34981281363916523e-07  8.12674954383894699e-01  9.17878504613841240e-01  1.00000000000000000e+00  3.09387366646542757e-07  1.10658684968752397e+00  4.83417760385223844e-03
 3.35825905926221242e-07  8.13464388922598758e-01  9.18993598747825824e-01  1.00000000000000000e+00  3.12653969128751478e-07  1.10693092951598637e+00  4.88521826763675063e-03
 3.36675825486658403e-07  8.14255414353257989e-01  9.20111596775562535e-01  1.00000000000000000e+00  3.15964011687874579e-07  1.10727662104991187e+00  4.93693768262304811e-03
