time,state,candidate,next,inverse,geometry,residual,clock_a,clock_b
3.541284408365924312e-05,7.937007319217926904e-01,7.937007319209206102e-01,7.937005230738619632e-01,1.259920722989247954e+00,1.259921706226222904e+00,1.000000786395915942e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.551284408365925233e-05,7.937007311280912525e-01,7.937007311272192833e-01,7.937005230738618522e-01,1.259920724249169011e+00,1.259921703706377905e+00,1.000000783395911030e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.561284408365926831e-05,7.937007303343902587e-01,7.937007303335179564e-01,7.937005230738619632e-01,1.259920725509090955e+00,1.259921701186532905e+00,1.000000780395907007e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.571284408365927752e-05,7.937007295406885987e-01,7.937007295398167406e-01,7.937005230738618522e-01,1.259920726769012900e+00,1.259921698666687906e+00,1.000000777395902984e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.581284408365930028e-05,7.937007287469876049e-01,7.937007287461150806e-01,7.937005230738618522e-01,1.259920728028933956e+00,1.259921696146842018e+00,1.000000774395898073e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.591284408365932304e-05,7.937007279532865001e-01,7.937007279524138648e-01,7.937005230738619632e-01,1.259920729288855012e+00,1.259921693626997907e+00,1.000000771395894050e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.601284408365933225e-05,7.937007271595851732e-01,7.937007271587124269e-01,7.937005230738618522e-01,1.259920730548776957e+00,1.259921691107152908e+00,1.000000768395890027e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.611284408365934823e-05,7.937007263658836242e-01,7.937007263650112110e-01,7.937005230738618522e-01,1.259920731808698902e+00,1.259921688587307909e+00,1.000000765395884894e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.621284408365935744e-05,7.937007255721820753e-01,7.937007255713096621e-01,7.937005230738618522e-01,1.259920733068621068e+00,1.259921686067462021e+00,1.000000762395881093e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.631284408365938020e-05,7.937007247784811925e-01,7.937007247776084462e-01,7.937005230738618522e-01,1.259920734328541903e+00,1.259921683547617022e+00,1.000000759395875960e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.641284408365940296e-05,7.937007239847799767e-01,7.937007239839066752e-01,7.937005230738618522e-01,1.259920735588462959e+00,1.259921681027772911e+00,1.000000756395871937e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.651284408365941216e-05,7.937007231910789828e-01,7.937007231902051263e-01,7.937005230738619632e-01,1.259920736848384903e+00,1.259921678507927911e+00,1.000000753395867914e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.661284408365942815e-05,7.937007223973781000e-01,7.937007223965040215e-01,7.937005230738619632e-01,1.259920738108305960e+00,1.259921675988082912e+00,1.000000750395863891e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.671284408365943735e-05,7.937007216036769952e-01,7.937007216028025836e-01,7.937005230738619632e-01,1.259920739368227016e+00,1.259921673468239023e+00,1.000000747395860090e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.681284408365946011e-05,7.937007208099756683e-01,7.937007208091011456e-01,7.937005230738619632e-01,1.259920740628148961e+00,1.259921670948394024e+00,1.000000744395856955e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.691284408365948287e-05,7.937007200162747855e-01,7.937007200153997077e-01,7.937005230738619632e-01,1.259920741888070017e+00,1.259921668428549024e+00,1.000000741395854043e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.701284408365949208e-05,7.937007192225739027e-01,7.937007192216984919e-01,7.937005230738618522e-01,1.259920743147991073e+00,1.259921665908706023e+00,1.000000738395850020e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.711284408365950806e-05,7.937007184288724648e-01,7.937007184279971650e-01,7.937005230738619632e-01,1.259920744407913018e+00,1.259921663388861024e+00,1.000000735395847107e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.721284408365951727e-05,7.937007176351715820e-01,7.937007176342956161e-01,7.937005230738619632e-01,1.259920745667832964e+00,1.259921660869016913e+00,1.000000732395843084e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.731284408365954003e-05,7.937007168414706992e-01,7.937007168405942892e-01,7.937005230738619632e-01,1.259920746927754021e+00,1.259921658349173024e+00,1.000000729395839061e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.741284408365956279e-05,7.937007160477693724e-01,7.937007160468929623e-01,7.937005230738619632e-01,1.259920748187675965e+00,1.259921655829328024e+00,1.000000726395835926e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.751284408365957200e-05,7.937007152540681565e-01,7.937007152531917464e-01,7.937005230738619632e-01,1.259920749447597910e+00,1.259921653309483025e+00,1.000000723395833013e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.761284408365958798e-05,7.937007144603668296e-01,7.937007144594900865e-01,7.937005230738618522e-01,1.259920750707518966e+00,1.259921650789638026e+00,1.000000720395828990e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.771284408365959719e-05,7.937007136666655027e-01,7.937007136657888706e-01,7.937005230738618522e-01,1.259920751967440911e+00,1.259921648269793915e+00,1.000000717395824079e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.781284408365961995e-05,7.937007128729642869e-01,7.937007128720874327e-01,7.937005230738619632e-01,1.259920753227363077e+00,1.259921645749948915e+00,1.000000714395820944e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.791284408365964270e-05,7.937007120792631820e-01,7.937007120783863279e-01,7.937005230738619632e-01,1.259920754487283912e+00,1.259921643230103028e+00,1.000000711395816921e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.801284408365965191e-05,7.937007112855618551e-01,7.937007112846846679e-01,7.937005230738618522e-01,1.259920755747206078e+00,1.259921640710258028e+00,1.000000708395812010e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.811284408365966789e-05,7.937007104918606393e-01,7.937007104909835631e-01,7.937005230738618522e-01,1.259920757007126912e+00,1.259921638190413029e+00,1.000000705395807987e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.821284408365967710e-05,7.937007096981589793e-01,7.937007096972820142e-01,7.937005230738618522e-01,1.259920758267049967e+00,1.259921635670568030e+00,1.000000702395803964e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.831284408365969986e-05,7.937007089044577635e-01,7.937007089035810203e-01,7.937005230738618522e-01,1.259920759526971024e+00,1.259921633150723030e+00,1.000000699395799053e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.841284408365972262e-05,7.937007081107569917e-01,7.937007081098796935e-01,7.937005230738618522e-01,1.259920760786892080e+00,1.259921630630878031e+00,1.000000696395795030e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.851284408365973183e-05,7.937007073170557758e-01,7.937007073161785886e-01,7.937005230738618522e-01,1.259920762046814025e+00,1.259921628111033032e+00,1.000000693395791007e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.861284408365974781e-05,7.937007065233546710e-01,7.937007065224771507e-01,7.937005230738619632e-01,1.259920763306735081e+00,1.259921625591188921e+00,1.000000690395786984e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.871284408365975702e-05,7.937007057296533441e-01,7.937007057287760459e-01,7.937005230738619632e-01,1.259920764566657025e+00,1.259921623071345032e+00,1.000000687395784071e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.881284408365977978e-05,7.937007049359521282e-01,7.937007049350744969e-01,7.937005230738618522e-01,1.259920765826578970e+00,1.259921620551500032e+00,1.000000684395780048e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.891284408365980254e-05,7.937007041422508014e-01,7.937007041413733921e-01,7.937005230738618522e-01,1.259920767086500026e+00,1.259921618031653923e+00,1.000000681395776025e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.901284408365981174e-05,7.937007033485493634e-01,7.937007033476718432e-01,7.937005230738618522e-01,1.259920768346421971e+00,1.259921615511808923e+00,1.000000678395772002e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.911284408365982773e-05,7.937007025548479255e-01,7.937007025539707383e-01,7.937005230738618522e-01,1.259920769606343915e+00,1.259921612991963036e+00,1.000000675395767979e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.921284408365983693e-05,7.937007017611465987e-01,7.937007017602696335e-01,7.937005230738619632e-01,1.259920770866266082e+00,1.259921610472118036e+00,1.000000672395763068e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.931284408365985969e-05,7.937007009674454938e-01,7.937007009665681956e-01,7.937005230738618522e-01,1.259920772126186916e+00,1.259921607952273037e+00,1.000000669395759045e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.941284408365988245e-05,7.937007001737445000e-01,7.937007001728670907e-01,7.937005230738619632e-01,1.259920773386109083e+00,1.259921605432428926e+00,1.000000666395753912e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.951284408365989166e-05,7.937006993800430621e-01,7.937006993791658749e-01,7.937005230738619632e-01,1.259920774646031028e+00,1.259921602912583927e+00,1.000000663395750999e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.961284408365990764e-05,7.937006985863419573e-01,7.937006985854647700e-01,7.937005230738619632e-01,1.259920775905952084e+00,1.259921600392738927e+00,1.000000660395746976e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.971284408365991685e-05,7.937006977926407414e-01,7.937006977917632211e-01,7.937005230738618522e-01,1.259920777165872918e+00,1.259921597872893928e+00,1.000000657395742953e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.981284408365993961e-05,7.937006969989399696e-01,7.937006969980621163e-01,7.937005230738619632e-01,1.259920778425793975e+00,1.259921595353050039e+00,1.000000654395738930e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.991284408365996237e-05,7.937006962052387538e-01,7.937006962043605673e-01,7.937005230738618522e-01,1.259920779685715919e+00,1.259921592833205928e+00,1.000000651395734907e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.001284408365997158e-05,7.937006954115375379e-01,7.937006954106593515e-01,7.937005230738619632e-01,1.259920780945636976e+00,1.259921590313360928e+00,1.000000648395731995e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.011284408365998756e-05,7.937006946178367661e-01,7.937006946169579136e-01,7.937005230738619632e-01,1.259920782205558920e+00,1.259921587793517039e+00,1.000000645395729082e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.021284408365999677e-05,7.937006938241356613e-01,7.937006938232568087e-01,7.937005230738625183e-01,1.259920783465479976e+00,1.259921585273672040e+00,1.000000642395725059e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.031284408366001953e-05,7.937006930304345564e-01,7.937006930295555929e-01,7.937005230738629624e-01,1.259920784725401033e+00,1.259921582753827929e+00,1.000000639395721036e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.041284408366004229e-05,7.937006922367332296e-01,7.937006922358542660e-01,7.937005230738629624e-01,1.259920785985322977e+00,1.259921580233982930e+00,1.000000636395719011e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.051284408366005149e-05,7.937006914430321247e-01,7.937006914421530501e-01,7.937005230738629624e-01,1.259920787245244922e+00,1.259921577714139040e+00,1.000000633395714988e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.061284408366006748e-05,7.937006906493306868e-01,7.937006906484519453e-01,7.937005230738629624e-01,1.259920788505167089e+00,1.259921575194294041e+00,1.000000630395710965e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.071284408366007668e-05,7.937006898556293599e-01,7.937006898547507294e-01,7.937005230738629624e-01,1.259920789765087923e+00,1.259921572674449042e+00,1.000000627395706942e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.081284408366009944e-05,7.937006890619278110e-01,7.937006890610492915e-01,7.937005230738624073e-01,1.259920791025010089e+00,1.259921570154602932e+00,1.000000624395704030e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.091284408366012220e-05,7.937006882682265951e-01,7.937006882673480757e-01,7.937005230738618522e-01,1.259920792284932034e+00,1.259921567634757933e+00,1.000000621395700007e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.101284408366013141e-05,7.937006874745252683e-01,7.937006874736467488e-01,7.937005230738618522e-01,1.259920793544853979e+00,1.259921565114912045e+00,1.000000618395695096e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.111284408366014739e-05,7.937006866808238303e-01,7.937006866799454219e-01,7.937005230738618522e-01,1.259920794804775923e+00,1.259921562595067046e+00,1.000000615395689962e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.121284408366016337e-05,7.937006858871223924e-01,7.937006858862443170e-01,7.937005230738618522e-01,1.259920796064698090e+00,1.259921560075222047e+00,1.000000612395685939e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.131284408366017936e-05,7.937006850934210656e-01,7.937006850925433232e-01,7.937005230738618522e-01,1.259920797324620034e+00,1.259921557555377047e+00,1.000000609395681028e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.141284408366020212e-05,7.937006842997199607e-01,7.937006842988419963e-01,7.937005230738616302e-01,1.259920798584541091e+00,1.259921555035532048e+00,1.000000606395677005e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.151284408366021132e-05,7.937006835060189669e-01,7.937006835051408915e-01,7.937005230738618522e-01,1.259920799844463035e+00,1.259921552515687049e+00,1.000000603395672982e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.161284408366022731e-05,7.937006827123177510e-01,7.937006827114397867e-01,7.937005230738619632e-01,1.259920801104384092e+00,1.259921549995842049e+00,1.000000600395668959e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.171284408366024329e-05,7.937006819186166462e-01,7.937006819177385708e-01,7.937005230738619632e-01,1.259920802364306036e+00,1.259921547475997938e+00,1.000000597395664936e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.181284408366025927e-05,7.937006811249153193e-01,7.937006811240372439e-01,7.937005230738618522e-01,1.259920803624227981e+00,1.259921544956152939e+00,1.000000594395662024e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.191284408366028203e-05,7.937006803312138814e-01,7.937006803303360281e-01,7.937005230738618522e-01,1.259920804884149037e+00,1.259921542436307940e+00,1.000000591395658001e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.201284408366029124e-05,7.937006795375125545e-01,7.937006795366349232e-01,7.937005230738618522e-01,1.259920806144070982e+00,1.259921539916462940e+00,1.000000588395653978e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.211284408366030722e-05,7.937006787438114497e-01,7.937006787429339294e-01,7.937005230738619632e-01,1.259920807403992926e+00,1.259921537396617053e+00,1.000000585395649955e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.221284408366032321e-05,7.937006779501104559e-01,7.937006779492327135e-01,7.937005230738619632e-01,1.259920808663913983e+00,1.259921534876774052e+00,1.000000582395645932e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.231284408366033919e-05,7.937006771564092400e-01,7.937006771555316087e-01,7.937005230738619632e-01,1.259920809923835927e+00,1.259921532356929053e+00,1.000000579395643019e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.241284408366036195e-05,7.937006763627081352e-01,7.937006763618303928e-01,7.937005230738619632e-01,1.259920811183756983e+00,1.259921529837084941e+00,1.000000576395638996e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.251284408366037116e-05,7.937006755690068083e-01,7.937006755681292880e-01,7.937005230738619632e-01,1.259920812443678928e+00,1.259921527317239942e+00,1.000000573395636083e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.261284408366038714e-05,7.937006747753053704e-01,7.937006747744281832e-01,7.937005230738618522e-01,1.259920813703601095e+00,1.259921524797396053e+00,1.000000570395632060e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.271284408366040312e-05,7.937006739816040435e-01,7.937006739807273004e-01,7.937005230738618522e-01,1.259920814963523039e+00,1.259921522277551054e+00,1.000000567395628037e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.281284408366041911e-05,7.937006731879029386e-01,7.937006731870264176e-01,7.937005230738618522e-01,1.259920816223444984e+00,1.259921519757704944e+00,1.000000564395624014e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.291284408366044187e-05,7.937006723942020558e-01,7.937006723933250907e-01,7.937005230738618522e-01,1.259920817483366040e+00,1.259921517237861055e+00,1.000000561395619991e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.301284408366045107e-05,7.937006716005009510e-01,7.937006715996242079e-01,7.937005230738618522e-01,1.259920818743287096e+00,1.259921514718016056e+00,1.000000558395617078e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.311284408366046706e-05,7.937006708067998462e-01,7.937006708059233251e-01,7.937005230738618522e-01,1.259920820003207931e+00,1.259921512198171945e+00,1.000000555395613056e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.321284408366048304e-05,7.937006700130988524e-01,7.937006700122219982e-01,7.937005230738619632e-01,1.259920821263130097e+00,1.259921509678328055e+00,1.000000552395609921e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.331284408366049902e-05,7.937006692193976365e-01,7.937006692185211154e-01,7.937005230738619632e-01,1.259920822523052042e+00,1.259921507158483944e+00,1.000000549395607008e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.341284408366052178e-05,7.937006684256965316e-01,7.937006684248202326e-01,7.937005230738619632e-01,1.259920823782973098e+00,1.259921504638638945e+00,1.000000546395602985e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.351284408366053099e-05,7.937006676319953158e-01,7.937006676311190168e-01,7.937005230738619632e-01,1.259920825042895043e+00,1.259921502118795056e+00,1.000000543395600072e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.361284408366054697e-05,7.937006668382939889e-01,7.937006668374179119e-01,7.937005230738619632e-01,1.259920826302816987e+00,1.259921499598948946e+00,1.000000540395596937e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.371284408366056296e-05,7.937006660445928841e-01,7.937006660437171401e-01,7.937005230738619632e-01,1.259920827562738044e+00,1.259921497079105057e+00,1.000000537395592914e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.381284408366057894e-05,7.937006652508922233e-01,7.937006652500160353e-01,7.937005230738620742e-01,1.259920828822659100e+00,1.259921494559260946e+00,1.000000534395590002e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.391284408366058815e-05,7.937006644571911185e-01,7.937006644563147084e-01,7.937005230738627404e-01,1.259920830082579934e+00,1.259921492039417057e+00,1.000000531395585979e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.401284408366061091e-05,7.937006636634900136e-01,7.937006636626138256e-01,7.937005230738632955e-01,1.259920831342502101e+00,1.259921489519572946e+00,1.000000528395583954e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.411284408366062689e-05,7.937006628697887978e-01,7.937006628689129428e-01,7.937005230738631845e-01,1.259920832602424046e+00,1.259921486999729057e+00,1.000000525395579931e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.421284408366064287e-05,7.937006620760880260e-01,7.937006620752119490e-01,7.937005230738631845e-01,1.259920833862345102e+00,1.259921484479884946e+00,1.000000522395577907e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.431284408366065885e-05,7.937006612823869212e-01,7.937006612815106221e-01,7.937005230738631845e-01,1.259920835122265936e+00,1.259921481960041056e+00,1.000000519395574994e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.441284408366066806e-05,7.937006604886858163e-01,7.937006604878097393e-01,7.937005230738631845e-01,1.259920836382188103e+00,1.259921479440196945e+00,1.000000516395572081e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.451284408366069082e-05,7.937006596949849335e-01,7.937006596941088565e-01,7.937005230738632955e-01,1.259920837642108937e+00,1.259921476920351946e+00,1.000000513395568946e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.461284408366070680e-05,7.937006589012838287e-01,7.937006589004075297e-01,7.937005230738631845e-01,1.259920838902029994e+00,1.259921474400508945e+00,1.000000510395566033e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.471284408366072279e-05,7.937006581075827238e-01,7.937006581067066469e-01,7.937005230738631845e-01,1.259920840161951938e+00,1.259921471880663946e+00,1.000000507395562899e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.481284408366073877e-05,7.937006573138818410e-01,7.937006573130058751e-01,7.937005230738631845e-01,1.259920841421872995e+00,1.259921469360818946e+00,1.000000504395559098e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.491284408366074798e-05,7.937006565201807362e-01,7.937006565193047702e-01,7.937005230738631845e-01,1.259920842681794939e+00,1.259921466840975945e+00,1.000000501395555963e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.501284408366077074e-05,7.937006557264796314e-01,7.937006557256035544e-01,7.937005230738631845e-01,1.259920843941717106e+00,1.259921464321132056e+00,1.000000498395553050e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.511284408366078672e-05,7.937006549327787486e-01,7.937006549319027826e-01,7.937005230738634065e-01,1.259920845201637940e+00,1.259921461801287945e+00,1.000000495395551026e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.521284408366080270e-05,7.937006541390775327e-01,7.937006541382016778e-01,7.937005230738631845e-01,1.259920846461558996e+00,1.259921459281442946e+00,1.000000492395549001e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.531284408366081869e-05,7.937006533453766499e-01,7.937006533445005729e-01,7.937005230738631845e-01,1.259920847721480941e+00,1.259921456761599057e+00,1.000000489395546088e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.541284408366082789e-05,7.937006525516755451e-01,7.937006525507994681e-01,7.937005230738631845e-01,1.259920848981401997e+00,1.259921454241754946e+00,1.000000486395542953e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.551284408366085065e-05,7.937006517579747733e-01,7.937006517570981412e-01,7.937005230738632955e-01,1.259920850241323054e+00,1.259921451721911057e+00,1.000000483395538931e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.561284408366086664e-05,7.937006509642736685e-01,7.937006509633967033e-01,7.937005230738634065e-01,1.259920851501244998e+00,1.259921449202066945e+00,1.000000480395536906e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.571284408366088262e-05,7.937006501705723416e-01,7.937006501696955985e-01,7.937005230738632955e-01,1.259920852761166055e+00,1.259921446682221946e+00,1.000000477395533993e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.581284408366089860e-05,7.937006493768714588e-01,7.937006493759939385e-01,7.937005230738632955e-01,1.259920854021087999e+00,1.259921444162378057e+00,1.000000474395531080e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.591284408366090781e-05,7.937006485831704650e-01,7.937006485822927226e-01,7.937005230738632955e-01,1.259920855281009056e+00,1.259921441642533946e+00,1.000000471395527946e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.601284408366093057e-05,7.937006477894691381e-01,7.937006477885912847e-01,7.937005230738631845e-01,1.259920856540931000e+00,1.259921439122690057e+00,1.000000468395525033e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.611284408366095333e-05,7.937006469957682553e-01,7.937006469948900689e-01,7.937005230738631845e-01,1.259920857800852945e+00,1.259921436602845946e+00,1.000000465395523008e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.621284408366096254e-05,7.937006462020673725e-01,7.937006462011884089e-01,7.937005230738631845e-01,1.259920859060774001e+00,1.259921434083002056e+00,1.000000462395518985e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.631284408366097852e-05,7.937006454083663787e-01,7.937006454074873041e-01,7.937005230738631845e-01,1.259920860320695057e+00,1.259921431563157945e+00,1.000000459395516961e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.641284408366098773e-05,7.937006446146654959e-01,7.937006446137858662e-01,7.937005230738630734e-01,1.259920861580617002e+00,1.259921429043314944e+00,1.000000456395514048e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.651284408366101049e-05,7.937006438209642800e-01,7.937006438200848724e-01,7.937005230738630734e-01,1.259920862840538058e+00,1.259921426523471055e+00,1.000000453395512023e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.661284408366103325e-05,7.937006430272632862e-01,7.937006430263836565e-01,7.937005230738630734e-01,1.259920864100460003e+00,1.259921424003626056e+00,1.000000450395509111e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.671284408366104245e-05,7.937006422335622924e-01,7.937006422326823296e-01,7.937005230738631845e-01,1.259920865360381059e+00,1.259921421483781945e+00,1.000000447395505976e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.681284408366105844e-05,7.937006414398614096e-01,7.937006414389811138e-01,7.937005230738635175e-01,1.259920866620301894e+00,1.259921418963938056e+00,1.000000444395503063e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.691284408366106764e-05,7.937006406461601937e-01,7.937006406452803420e-01,7.937005230738634065e-01,1.259920867880224060e+00,1.259921416444093945e+00,1.000000441395501038e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.701284408366109040e-05,7.937006398524590889e-01,7.937006398515792371e-01,7.937005230738632955e-01,1.259920869140146005e+00,1.259921413924250055e+00,1.000000438395497904e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.711284408366111316e-05,7.937006390587582061e-01,7.937006390578780213e-01,7.937005230738632955e-01,1.259920870400067061e+00,1.259921411404405944e+00,1.000000435395494991e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.721284408366112237e-05,7.937006382650573233e-01,7.937006382641772495e-01,7.937005230738632955e-01,1.259920871659987895e+00,1.259921408884562055e+00,1.000000432395492078e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.731284408366113835e-05,7.937006374713564405e-01,7.937006374704761447e-01,7.937005230738634065e-01,1.259920872919910062e+00,1.259921406364719054e+00,1.000000429395490054e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.741284408366114756e-05,7.937006366776554467e-01,7.937006366767750398e-01,7.937005230738634065e-01,1.259920874179830896e+00,1.259921403844874943e+00,1.000000426395486919e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.751284408366117032e-05,7.937006358839544529e-01,7.937006358830740460e-01,7.937005230738634065e-01,1.259920875439751953e+00,1.259921401325031054e+00,1.000000423395484894e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.761284408366119308e-05,7.937006350902533480e-01,7.937006350893730522e-01,7.937005230738631845e-01,1.259920876699673897e+00,1.259921398805186943e+00,1.000000420395481981e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.771284408366120228e-05,7.937006342965523542e-01,7.937006342956719473e-01,7.937005230738635175e-01,1.259920877959594954e+00,1.259921396285343054e+00,1.000000417395479957e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.781284408366121827e-05,7.937006335028513604e-01,7.937006335019708425e-01,7.937005230738631845e-01,1.259920879219516898e+00,1.259921393765498943e+00,1.000000414395477044e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.791284408366122747e-05,7.937006327091502556e-01,7.937006327082694046e-01,7.937005230738631845e-01,1.259920880479439065e+00,1.259921391245655053e+00,1.000000411395475020e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.800000000000000122e-05,7.937006320173927154e-01,7.937006320165117534e-01,7.937005230738629624e-01,1.259920881577534901e+00,1.259921389049460938e+00,1.000000408780794992e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.800227490234375321e-05,7.937006319993366033e-01,7.937006319984556413e-01,7.937005230738630734e-01,1.259920881606197085e+00,1.259921388992135904e+00,1.000000408712548028e+00,1.364941406251193978e+00,0.000000000000000000e+00
4.800499999999999863e-05,7.937006319777080154e-01,7.937006095689709273e-01,7.937005230738628514e-01,1.259920881640530066e+00,1.259921388923467944e+00,1.000000408630794979e+00,2.999999999998447020e+00,0.000000000000000000e+00
